ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001964137-26-000001	YES	101	0001964137	Chui Ventures Fund I, LP	Kofisi #713 Block 1, Eden Square Complex	Chiromo Road, Westlands	NAIROBI	M3	KENYA	00606	254 722527057	DELAWARE							Limited Partnership		withinFiveYears	2023
0001211291-26-000001	YES	101	0001211291	AWH OPPORTUNITY FUND I LP	3899 MAPLE AVENUE	SUITE 490	DALLAS	TX	TEXAS	75219	(214) 462-9100	DELAWARE							Limited Partnership		overFiveYears	
0000919574-26-000648	YES	101	0002054742	Cerro Lobos Capital, LP	401 GRANDVIEW PLACE		SAN ANTONIO	TX	TEXAS	78209	212-574-1257	DELAWARE							Limited Partnership		withinFiveYears	2024
0000919574-26-000646	YES	101	0001802083	Vor Opportunities Fund Ltd	VOR OPPORTUNITIES FUND LTD	UGLAND HOUSE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44 20 3962 4180	CAYMAN ISLANDS				Vor Opportunities Fund Limtied	Vor Opportunities Fund Ltd		Other	Cayman Islands Exempted Company	overFiveYears	
0001873234-26-000001	YES	101	0001873234	WWCIP X, LLC	501 BRICKELL KEY DRIVE	SUITE 104	MIAMI	FL	FLORIDA	33131	305-605-8888	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002062357-26-000020	YES	101	0001666449	Tishman Speyer Equity Participation Partners, L.P.	45 ROCKEFELLER PLAZA		NEW YORK	NY	NEW YORK	10111	212-715-0300	DELAWARE							Limited Partnership		overFiveYears	
0000919574-26-000644	YES	101	0001802085	Vor Opportunities Fund LP	C/O CORPORATION SERVICE COMPANY	251 LITTLE FALLS DRIVE	WILMINGTON	DE	DELAWARE	19808	44 20 3962 4180	DELAWARE				Vor Opportunties Fund LP			Limited Partnership		overFiveYears	
0001729681-26-000001	YES	101	0001729681	DCIG Capital LP	575 FIFTH AVENUE	21ST FLOOR	NEW YORK	NY	NEW YORK	10017	646-350-4621	DELAWARE							Limited Partnership		overFiveYears	
0000919574-26-000642	YES	101	0001910869	Stable Cavalry Offshore L.P.	25-28 OLD BURLINGTON STREET		LONDON	X0	UNITED KINGDOM	W1S 3AN	44 20 7016 3163	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0001730289-26-000001	YES	101	0001730289	DCIG Capital Ltd.	575 FIFTH AVENUE	21ST FLOOR	NEW YORK	NY	NEW YORK	10017	646-350-4621	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0000919574-26-000640	YES	101	0001909273	Coatue Climate Tech Fund II LP	COATUE MANAGEMENT, L.L.C.	9 WEST 57TH STREET, 25TH FLOOR	NEW YORK	NY	NEW YORK	10019	212-715-5100	DELAWARE							Limited Partnership		withinFiveYears	2021
0000902664-26-000751	YES	101	0001554040	Falcon Edge Global, Ltd	C/O FALCON EDGE GENERAL PARTNER	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	1-212-803-9080	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0000919574-26-000638	YES	101	0001910682	Stable Cavalry L.P.	25-28 OLD BURLINGTON STREET		LONDON	X0	UNITED KINGDOM	W1S 3AN	44 20 7016 3163	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0002108526-26-000001	YES	101	0002108526	BV RE 1 Holdco REIT	1001, RUE DU SQUARE-VICTORIA	SUITE C-900	MONTREAL	A8	QUEBEC, CANADA	H2Z 2B5	514-842-3261	MARYLAND							Other	a Maryland real estate investment trust	withinFiveYears	2025
0002064835-26-000017	YES	101	0001387473	Triumph Gold Corp.	#1100 - 1111 MELVILLE STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E3V6	604-893-8757	BRITISH COLUMBIA, CANADA	Northern Freegold Resources Ltd			NORTHERN FREEGOLD RESOURCES LTD			Corporation		overFiveYears	
0000902664-26-000750	YES	101	0001345007	Trian Partners Parallel Fund I, L.P.	280 PARK AVENUE	41ST FLOOR	NEW YORK	NY	NEW YORK	10017	212-451-3000	DELAWARE				TRIAN PARTNERS PARALLEL FUND I L P			Limited Partnership		overFiveYears	
0002096146-26-000002	YES	101	0002096146	EquityZen Growth Technology Fund LLC - Series 2215	1 NEW YORK PLAZA	12TH FLOOR	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2024
0000919574-26-000636	YES	101	0001349056	Asana Global Select Fund, LP	MORGAN CREEK FUND MANAGEMENT, LLC	301 WEST BARBEE CHAPEL ROAD, SUITE 200	CHAPEL HILL	NC	NORTH CAROLINA	27517	919-933-4004	DELAWARE	Tiger Select Opportunity Fund, LP			Morgan Creek Opportunity Fund, LP	Tiger Select Opportunity Fund LP		Limited Partnership		overFiveYears	
0002069327-26-000002	YES	101	0002069327	Pacific & General Investments ( Master )LP	C/O DALTON INVESTMENTS, INC	360 N Pacific Coast Highway, Suite 1060	El Segundo	CA	CALIFORNIA	90245	424-231-9100	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001297389-26-000002	YES	101	0001297389	WEILLER VALUE FUND LP	2118 Wilshire Blvd	SUITE 482	Santa Monica	CA	CALIFORNIA	90403	310-995-8824	DELAWARE							Limited Partnership		overFiveYears	
0000929638-26-000523	YES	101	0001840507	Tenaron Capital Macro Offshore Fund Ltd.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	212-951-0595	CAYMAN ISLANDS							Other	A Cayman Islands exempted company	overFiveYears	
0001623632-26-000223	YES	101	0001659748	Mortgage Core Fund	4000 ERICSSON DRIVE		WARRENDALE	PA	PENNSYLVANIA	15086-7561	18003417400	MASSACHUSETTS				Federated Mortgage Core Portfolio			Business Trust		overFiveYears	
0000919574-26-000634	YES	101	0001697607	BLUE CLAY CAPITAL SMID-CAP LO LP	5000 W 36TH ST.	SUITE 200	MINNEAPOLIS	MN	MINNESOTA	55416	612-200-1749	DELAWARE							Limited Partnership		overFiveYears	
0002103741-26-000001	YES	101	0002103741	CAN - Aphora Health - Series A a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0000929638-26-000522	YES	101	0001840509	Tenaron Capital Macro Partners LP	90 PARK AVENUE	25TH FLOOR	NEW YORK	NY	NEW YORK	10016	212-951-0595	DELAWARE							Limited Partnership		overFiveYears	
0002109830-26-000001	YES	101	0002109830	60 Lake St Investors LLC	2700 GRAND AVE		BELLMORE	NY	NEW YORK	11710	6097387831	NEW YORK							Limited Liability Company		withinFiveYears	2025
0002109943-26-000001	YES	101	0002109943	xAI - Grain Ventures Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002100693-26-000002	YES	101	0002100693	EquityZen Growth Technology Fund LLC - Series 2240	1 NEW YORK PLAZA	12TH FLOOR	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002104462-26-000001	YES	101	0002104462	Positron a Series of Koru Ventures LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001623632-26-000222	YES	101	0001659697	High Yield Bond Core Fund	4000 ERICSSON DRIVE		WARRENDALE	PA	PENNSYLVANIA	15086-7561	18003417400	MASSACHUSETTS				High Yield Bond Portfolio			Business Trust		overFiveYears	
0002101261-26-000001	YES	101	0002101261	Apollo X Nov 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0000945621-26-000202	YES	101	0001576013	DSCO Value Fund, L.P.	152 WEST 57TH STREET, 29TH FLOOR		NEW YORK	NY	NEW YORK	10019	212.284.0990	DELAWARE				Donald Smith Long/Short Equities Fund, L.P.			Limited Partnership		overFiveYears	
0002104279-26-000001	YES	101	0002104279	OKEANOS VENTURE PARTNERS II LLC-SERIES 169	440 MONTICELLO AVE	STE 1802 PMB 98895	NORFOLK	VA	VIRGINIA	23510	7039290784	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002108277-26-000001	YES	101	0002108277	Everfence Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002101189-26-000001	YES	101	0002101189	Anthropic SPV2 Emerging Global a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0000945621-26-000201	YES	101	0002002053	J. Stern & Co. World Stars Global Equity Fund, LP	45 ROCKEFELLER PLAZA		NEW YORK	NY	NEW YORK	10111	212.219.0200	DELAWARE							Limited Partnership		withinFiveYears	2023
0002104517-26-000001	YES	101	0002104517	Etched Series B F F Dec 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002107243-26-000001	YES	101	0002107243	211vc AIO SPV a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0000945621-26-000200	YES	101	0001527792	Rockefeller U.S. Small Cap ESG Fund, L.P.	45 ROCKEFELLER PLAZA, FIFTH FLOOR		NEW YORK	NY	NEW YORK	10111	(212) 549-5471	DELAWARE				Rockefeller Sustainability & Impact SMID Cap Fund, L.P.			Limited Partnership		overFiveYears	
0002108060-26-000001	YES	101	0002108060	IV Series 22A, a Series of Ineffable Ventures Series, LLC	1266 EAST MAIN STREET	SUITE 700R	STAMFORD	CT	CONNECTICUT	06902	203-682-6414	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001493152-26-005460	YES	101	0002109100	HS Ormond Beach, LLC	2323 ROSS AVENUE	SUITE 200	DALLAS	TX	TEXAS	75201	214-269-9500	TEXAS							Limited Liability Company		withinFiveYears	2023
0001787455-26-000001	YES	101	0001787455	Rip Road Offshore Fund Ltd.	89 NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	617-702-7540	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002103654-26-000001	YES	101	0002103654	T2 Care a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001297389-26-000001	YES	101	0001297389	WEILLER VALUE FUND LP	3230 SOUTHGATE CIRCLE	SUITE 127	SARASOTA	FL	FLORIDA	34239	9414449908	DELAWARE							Limited Partnership		overFiveYears	
0002109937-26-000001	YES	101	0002109937	Starfield V Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002109803-26-000001	YES	101	0002109803	Anthropic Fund Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002109806-26-000001	YES	101	0002109806	Sorette Jan 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001942572-26-000002	YES	101	0001942572	MACH1 PREMIUM INVESTMENTS LLC	500 WEST SILVER SPRING DRIVE		GLENDALE	WI	WISCONSIN	53217	2622648606	WISCONSIN							Limited Liability Company		withinFiveYears	2022
0002109419-26-000001	YES	101	0002109419	Cofounders Capital Fund IV, LP	9129 SANCTUARY CT.		RALEIGH	NC	NORTH CAROLINA	27617	9192443873	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105771-26-000001	YES	101	0002105771	JTVC - Somos Internet Series B a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001942573-26-000002	YES	101	0001942573	MACH1 PLATINUM INVESTMENTS LLC	500 WEST SILVER SPRING DRIVE		GLENDALE	WI	WISCONSIN	53217	2622648606	WISCONSIN							Limited Liability Company		withinFiveYears	2022
0002101546-26-000001	YES	101	0002101546	AngelSchool Aquaria Oct 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002102884-26-000001	YES	101	0002102884	Albert P. Lee - APL Ventures MVP V a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002101186-26-000001	YES	101	0002101186	Aalo Atomics Oct 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001942574-26-000003	YES	101	0001942574	MACH1 CAPITAL LLC	500 WEST SILVER SPRING DRIVE		GLENDALE	WI	WISCONSIN	53217	2622648606	WISCONSIN							Limited Liability Company		overFiveYears	
0002107424-26-000001	YES	101	0002107424	Reach Facio II Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002098144-26-000001	YES	101	0002098144	Pari Passu 925 a Series of Pari Passu Master II LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002107421-26-000001	YES	101	0002107421	JOGOHealth Pre-B Note Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002106579-26-000001	YES	101	0002106579	Fuller Vision Jan 2026 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002101029-26-000002	YES	101	0002101029	Mount Hercules Fund I a Series of Embedding Funds LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002108425-26-000001	YES	101	0002108425	KE-0112 Fund I, a series of Hustle Fund Angel Squad, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002099880-26-000002	YES	101	0002099880	KE-0915 Fund II, a series of The Fund Series, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002100554-26-000002	YES	101	0002100554	KE-1201 Fund I, a series of Mendham Drive Venture Deals, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002106081-26-000001	YES	101	0002106081	ST-1219 Fund I, a series of Hustle Fund Angel Squad, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002100871-26-000002	YES	101	0002100871	Vashon-RM-1113 Fund I, a series of AngelList Funds 2025, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002096345-26-000002	YES	101	0002096345	OP-1019 Fund I, a series of Climate Avengers Fund, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0000902664-26-000742	YES	101	0001877261	Mesarete Capital Fund Ltd	WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	44 (0) 20 3148 2333	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0000902664-26-000741	YES	101	0001905676	Marcho Partners Long Feeder Fund ICAV	5 GEORGE'S DOCK, IFSC		DUBLIN	L2	IRELAND	1	44-20-3926-4800	IRELAND							Other	Alternative Investment Fund	overFiveYears	
0002107034-26-000001	YES	101	0002107034	Arete Capital Group, LLC	1000 JOHNNIE DODDS BLVD.	SUITE 103-313	MOUNT PLEASANT	SC	SOUTH CAROLINA	29464	8437259510	SOUTH CAROLINA							Limited Liability Company		withinFiveYears	2025
0002078114-26-000001	YES	101	0002078114	Blue Kite Ventures ESP I LP	5350 Crawford Ave		Houston	TX	TEXAS	77004	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0000908834-26-000051	YES	101	0002107388	MONARCH MSS GA 2026 ICF 2, LLC	3414 PEACHTREE ROAD	SUITE 825	ATLANTA	GA	GEORGIA	30326	404-596-8019	GEORGIA							Limited Liability Company		withinFiveYears	2026
0002108659-26-000001	YES	101	0002108659	Solist 1X Holdings, LLC	442 W. Kennedy Blvd.		Tampa	FL	FLORIDA	33606	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002099587-26-000001	YES	101	0002099587	SpringTide Tava Series C SPV LLC	50 West Broadway #333		Salt Lake City	UT	UTAH	84101	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002105560-26-000001	YES	101	0002105560	Stripes VII Azul Co-Invest, LP	STRIPES, LLC	40 10TH AVE, 5TH FLOOR	NEW YORK	NY	NEW YORK	10014	(212) 823-0720	DELAWARE							Limited Partnership		withinFiveYears	2026
0002107811-26-000001	YES	101	0002107811	BlackBird SPV 1 LLC	59 Elm St		Georgetown	MA	MASSACHUSETTS	01833	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002104249-26-000001	YES	101	0002104249	Starting Line Agentic SPV, LLC	444 W Lake St		Chicago	IL	ILLINOIS	60606	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002078168-26-000001	YES	101	0002078168	PLP Perplexity I LLC	608 Crescent Avenue		San Mateo	CA	CALIFORNIA	94401	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001231919-26-000119	YES	101	0002105674	Avatar Systems, Inc.	650 CALIFORNIA STREET, FL 7		SAN FRANCISCO	CA	CALIFORNIA	94108	770-630-4782	DELAWARE							Corporation		withinFiveYears	2025
0002097335-26-000002	YES	101	0002097335	Philmont Lending Fund LLC	2104 1ST AVENUE		NEW YORK	NY	NEW YORK	10029	(212) 876-6800	NEW YORK							Limited Liability Company		withinFiveYears	2025
0002109475-26-000001	YES	101	0002109475	Ballard 2013 LLC	1148 NW LEARY WAY		SEATTLE	WA	WASHINGTON	98107	2065652815	WASHINGTON							Limited Liability Company		withinFiveYears	2025
0002089659-26-000001	YES	101	0002089659	Imperii FGM3 LP	580 California Street		San Francisco	CA	CALIFORNIA	94104	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0002107668-26-000001	YES	101	0002107668	PACP Royal Co-Invest, L.P.	1230 ROSECRANS AVENUE, SUITE 520		MANHATTAN BEACH	CA	CALIFORNIA	90266	(424) 544-8137	DELAWARE							Limited Partnership		withinFiveYears	2026
0002107668-26-000001	NO	102	0002107669	PACP Royal Co-Invest (A), L.P.	1230 ROSECRANS AVENUE, SUITE 520		MANHATTAN BEACH	CA	CALIFORNIA	90266	(424) 544-8137	DELAWARE							Limited Partnership		withinFiveYears	2026
0001785891-26-000001	YES	101	0001785891	IC Partners Onshore Fund	SUITE 1401-1402, 14/F, RUTTONJEE HOUSE	11 DUDDELL STREET	CENTRAL	K3	HONG KONG	00000	85237933004	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002099459-26-000001	YES	101	0002099459	Dogpatch Venture Fund I, LLC	555 20th Street Suite 2		San Francisco	CA	CALIFORNIA	94107	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002108825-26-000001	YES	101	0002108825	Fegmo Inc	3058 GRITSTONE STREET		DANVILLE	CA	CALIFORNIA	94506	2062187707	DELAWARE							Corporation		withinFiveYears	2023
0002107813-26-000001	YES	101	0002107813	Targa SharpVue III LP	5 Mast Road		Lee	NH	NEW HAMPSHIRE	03861	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0001730944-26-000001	YES	101	0001730944	Ishana Capital Offshore Fund	SUITE 1401-1402, 14/F, RUTTONJEE HOUSE	11 DUDDELL STREET, CENTRAL	CENTRAL	K3	HONG KONG	00000	852 3793 3000	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002107697-26-000001	YES	101	0002107697	Inflection Ventures SpaceX Fund II LLC	445 Wood Ln		Peconic	NY	NEW YORK	11958	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002108643-26-000001	YES	101	0002108643	Surmount ADAS SPV I, LP	5966 S Dixie Hwy, Ste 300		Miami	FL	FLORIDA	33143	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0002108641-26-000002	YES	101	0002108641	LEAP Global - Paystand Series D SPV LP	5026 Vannoy Avenue		Castro Valley	CA	CALIFORNIA	94546	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002092081-26-000001	YES	101	0002092081	Vocal Ventures Corgi I, LP	5 wildwood ln		Menlo Park	CA	CALIFORNIA	94025	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0002105555-26-000001	YES	101	0002105555	Stripes Co-Invest (K), LP	STRIPES, LLC	40 10TH AVE, 5TH FLOOR	NEW YORK	NY	NEW YORK	10014	(212) 823-0720	DELAWARE							Limited Partnership		withinFiveYears	2025
0001966317-26-000001	YES	101	0001966317	Blackstone Infrastructure Partners Europe (CYM) L.P.	345 PARK AVENUE		NEW YORK	NY	NEW YORK	10154	212-583-5000	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0000950103-26-001726	YES	101	0002108591	Ara UG Co-Invest, LP	ARA UG CO-INVEST, LP	4201 MAIN ST., SUITE 370	HOUSTON	TX	TEXAS	77002	(713) 337-9150	DELAWARE							Limited Partnership		withinFiveYears	2026
0002024238-26-000001	YES	101	0002024238	Finality Liquid Opportunities Fund LP	9903 S. SANTA MONICA BLVD.	#2900	BEVERLY HILLS	CA	CALIFORNIA	90212	424-235-0092	DELAWARE							Limited Partnership		withinFiveYears	2024
0001437749-26-003251	YES	101	0001896885	Get Bizzy Inc.	2700 Freeway Boulevard	Suite 200	Brooklyn Center	MN	MINNESOTA	55430	612-520-1140	DELAWARE	CAUSE Capital LLC						Corporation		overFiveYears	
0000891836-26-000017	YES	101	0001542603	Tinicum Employees L.P.	800 THIRD AVENUE, 40TH FLOOR		NEW YORK	NY	NEW YORK	10022	212-446-9300	DELAWARE							Limited Partnership		overFiveYears	
0002109302-26-000001	YES	101	0002109302	DictateMD, Inc.	131 CONTINENTAL DRIVE, SUITE 305		NEWARK	DE	DELAWARE	19713	770-686-9794	DELAWARE							Corporation		withinFiveYears	2022
0002109767-26-000001	YES	101	0002109767	Two68 Global US Fund, LP	1225 PONCE DE LEON AVE	SUITE 802	SAN JUAN	PR	PUERTO RICO	00907	917-612-2984	DELAWARE							Limited Partnership		withinFiveYears	2025
0002107794-26-000001	YES	101	0002107794	Quadrance Simularity Fund I LLC	601 Brickell Key Drive, Suite 700		Miami	FL	FLORIDA	33131	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000908834-26-000052	YES	101	0002109304	Monarch MSS-2 SC 2026 ICF 1, LLC	3414 PEACHTREE ROAD	SUITE 825	ATLANTA	GA	GEORGIA	30326	404-596-8019	GEORGIA							Limited Liability Company		withinFiveYears	2026
0002097325-26-000002	YES	101	0002097325	FB-SPV001 LLC	611 N Brand Blvd. Floor 10		Glendale	CA	CALIFORNIA	91203	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002075356-26-000002	YES	101	0002075356	Pulsar AI Growth SPV 1, LLC	10080 N Wolfe Rd, Ste SW3-200	Unit 284	Cupertino	CA	CALIFORNIA	95014	6503348393	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002099551-26-000001	YES	101	0002099551	NFC Fund III King Energy SPV, LLC	544 E. Main Street		Bozeman	MT	MONTANA	59715	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002107775-26-000001	YES	101	0002107775	Surmount TRAK SPV I, LP	5966 South Dixie Highway		South Miami	FL	FLORIDA	33143	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0001621221-26-000001	YES	101	0001621221	ARTELO BIOSCIENCES, INC.	505 LOMAS SANTA FE, SUITE 160		SOLANA BEACH	CA	CALIFORNIA	92075	858-925-7049	NEVADA				REACTIVE MEDICAL INC.	KNIGHT KNOX DEVELOPMENT CORP.		Corporation		overFiveYears	
0002107695-26-000001	YES	101	0002107695	Inflection Ventures Exowatt Fund I LLC	445 Wood Ln		Peconic	NY	NEW YORK	11958	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002093660-26-000001	YES	101	0002093660	LEAP Global - Gusto SPV I LP	5026 Vannoy Avenue		Castro Valley	CA	CALIFORNIA	94546	4342380920	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002078139-26-000001	YES	101	0002078139	CCI Mach SPV, LP	610 Newport Center Drive		Newport Beach	CA	CALIFORNIA	92660	4342380920	DELAWARE							Limited Partnership		withinFiveYears	2025
0001214659-26-001248	YES	101	0002094084	CCC Holdings Europe S.p.A.	LARGO ADUA 1		BERGAMO	L6	ITALY	24128	011 34 634908925	ITALY							Corporation		overFiveYears	
0001966303-26-000001	YES	101	0001966303	Blackstone Infrastructure Partners Europe F (CYM) L.P.	345 PARK AVENUE		NEW YORK	NY	NEW YORK	10154	212-583-5000	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0000891836-26-000018	YES	101	0002107764	Geigel Hill L.P.	800 THIRD AVENUE, 40TH FLOOR		NEW YORK	NY	NEW YORK	10022	212-446-9300	DELAWARE							Limited Partnership		withinFiveYears	2025
0001730943-26-000001	YES	101	0001730943	Ishana Capital Onshore Fund	SUITE 1401-1402, 14/F, RUTTONJEE HOUSE	11 DUDDELL STREET, CENTRAL	CENTRAL	K3	HONG KONG	00000	852 3793 3004	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
