ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002080012-25-000001	YES	101	0002080012	Blue Fusion Holdings, Inc.	5085 MORGANTON ROAD	SUITE 300	FAYETTEVILLE	NC	NORTH CAROLINA	28314	910-444-1413	DELAWARE							Corporation		withinFiveYears	2025
0002032396-25-000002	YES	101	0002032396	ADAPTX Multi Strategy Growth Fund, LP	8200 HWY 100		NASHVILLE	TN	TENNESSEE	37221	615-498-1887	DELAWARE							Limited Partnership		withinFiveYears	2024
0002078463-25-000001	YES	101	0002078463	TGC Colorado Springs, LLC	322 S MOSLEY ST		WICHITA	KS	KANSAS	67202	316-260-9088	KANSAS							Limited Liability Company		withinFiveYears	2024
0002080111-25-000001	YES	101	0002080111	NE Villas on Sycamore LLC	20814 NORADA CT		SARATOGA	CA	CALIFORNIA	95070	6502831919	TEXAS							Limited Liability Company		withinFiveYears	2025
0000919574-25-004375	YES	101	0002079847	Bay Pond Investors (Cayman), Ltd.	OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	617-951-5372	CAYMAN ISLANDS							Other	Exempted Company	withinFiveYears	2024
0001437749-25-025338	YES	101	0002068521	Cornerstone Holding Company, Inc.\ND	2280 45th Street S		Fargo	ND	NORTH DAKOTA	58104	701-364-9620	NORTH DAKOTA							Corporation		overFiveYears	
0002078569-25-000001	YES	101	0002078569	Holcomb Studio, Inc.	921 AURORA AVE N		SEATTLE	WA	WASHINGTON	98109	(206) 484-4246	WASHINGTON							Corporation		withinFiveYears	2021
0002080479-25-000001	YES	101	0002080479	Carnegie Foundry Healthcare, Inc.	120 ASBURY COURT		MONROEVILLE	PA	PENNSYLVANIA	15146	4128330600	PENNSYLVANIA							Corporation		withinFiveYears	2024
0002079920-25-000001	YES	101	0002079920	Central Sidecar OI LP	2 BETHESDA METRO CENTER, SUITE 500		BETHESDA	MD	MARYLAND	20814	(301) 377-2747	DELAWARE							Limited Partnership		withinFiveYears	2025
0002076676-25-000002	YES	101	0002076676	EquityZen Growth Technology Fund LLC - Series 2140	30 Broad Street	Suite 1200	New York	NY	NEW YORK	10004	(877) 490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002077151-25-000001	YES	101	0002077151	Bayezon AI, Inc.	475 W 91ST ST		INDIANAPOLIS	IN	INDIANA	46260	317-755-8478	DELAWARE							Corporation		withinFiveYears	2025
0002060755-25-000031	YES	101	0001901931	Kalo Gold Corp.	Suite 1507, 1030 West Georgia St.		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 2Y3	604-363-0411	BRITISH COLUMBIA, CANADA	Kalo Gold Holdings Corp.	E36 Capital Corp.					Corporation		overFiveYears	
0002013363-25-000002	YES	101	0002013363	JVM Realty Apartment Fund 10, LP	903 COMMERCE DRIVE	SUITE 250	OAK BROOK	IL	ILLINOIS	60523	(630) 242-1000	DELAWARE							Limited Partnership		withinFiveYears	2023
0002037017-25-000002	YES	101	0002037017	Series M-3, LLC an Individual Protected Series of Fuel Venture Capital Co-Invest Series, LLC a Series LLC	2901 FLORIDA AVE	SUITE 840	MIAMI	FL	FLORIDA	33133	5612126702	DELAWARE							Limited Liability Company		overFiveYears	
0001293328-25-000003	YES	101	0002063808	3rd-i Technology, Inc.	1 FIELDCREST ROAD		CHESTER	NJ	NEW JERSEY	07930	2018757228	DELAWARE							Corporation		withinFiveYears	2023
0002034942-25-000005	YES	101	0002034942	Sunrise MHP Turbine Fund 1 LLC	550 W PLUMB LANE SUITE B250		RENO	NV	NEVADA	89509	77547110888	WYOMING							Limited Liability Company		withinFiveYears	2024
0002068867-25-000001	YES	101	0002068867	Olive Capital Voyager I, L.P.	163 FAIR OAKS LN		ATHERTON	CA	CALIFORNIA	94027	978-760-9568	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080552-25-000001	YES	101	0002080552	Bluebird Stag, LLC	31932 VIA COYOTE		COTO DE CAZA	CA	CALIFORNIA	92679	9492909150	CALIFORNIA							Limited Liability Company		withinFiveYears	2025
0001903508-25-000004	YES	101	0001903508	Public Policy Holding Company, Inc.	800 NORTH CAPITOL ST NW	STE 800	WASHINGTON	DC	DISTRICT OF COLUMBIA	20002	202-688-0020	DELAWARE							Corporation		withinFiveYears	2021
0002080099-25-000001	YES	101	0002080099	SREP V Salud Investco (CIV), L.P.	4225 EXECUTIVE SQUARE	SUITE 1600	LA JOLLA	CA	CALIFORNIA	92037	800-677-3394	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0002034101-25-000001	YES	101	0002034101	Puglia Realty Ventures Fund I LLC	82 NASSAU STREET	SUITE 62508	NEW YORK	NY	NEW YORK	10038	831-238-7542	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001437749-25-025327	YES	101	0002078406	Axelyf, Inc.	33 Glenland Road	Unit 2	Chestnut Hill	MA	MASSACHUSETTS	02467	508-494-0155	DELAWARE							Corporation		withinFiveYears	2025
0001961751-25-000002	YES	101	0001961751	Bauplan, Inc.	595 Market Street, 10th Floor		San Francisco	CA	CALIFORNIA	94105	415-712-5482	DELAWARE							Corporation		withinFiveYears	2022
0002079670-25-000001	YES	101	0002079670	Progress Asia Capital & Advisors Pte. Ltd.	3 CHURCH STREET	#29-86 SAMSUNG HUB	SINGAPORE	U0	SINGAPORE	049483	6591094085	SINGAPORE							Corporation		withinFiveYears	2020
0002077378-25-000001	YES	101	0002077378	Pade HCM Inc.	13 ORE CLOSE	SURULERE	LAGOS	Q5	NIGERIA	100242	8028949223	DELAWARE							Corporation		withinFiveYears	2022
0002069107-25-000001	YES	101	0002069107	Oaktree Mezzanine Fund VI (Lending), L.P.	C/O OAKTREE CAPITAL MANAGEMENT, L.P.	333 S GRAND AVENUE, 28TH FLOOR	LOS ANGELES	CA	CALIFORNIA	90071	213-830-6300	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0001405086-25-000215	YES	101	0002079637	AQR Flex 1 Series LLC - Series C3	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002036256-25-000002	YES	101	0002036256	Current Clinic Inc.	7401 Metro Blvd., Suite 200		Edina	MN	MINNESOTA	55439	952-250-8065	DELAWARE							Corporation		withinFiveYears	2024
0001405086-25-000214	YES	101	0002076277	AQR Flex 1 Series LLC - Series A15	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001405086-25-000213	YES	101	0002076278	AQR Flex 1 Series LLC - Series A14	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001405086-25-000212	YES	101	0001981985	AQR Apex Offshore Fund, L.P.	C/O OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	345-949-9876	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2023
0001405086-25-000211	YES	101	0001714807	AQR TA Legacy Fund, LLC	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE				AQR TAX AWARE LEGACY FUND, LLC	AQR Tax Aware Total Return Fund, LLC	AQR Tax Advantaged Total Return Fund, L.P.	Limited Liability Company		overFiveYears	
0001405086-25-000210	YES	101	0001767006	AQR TA Delphi Long Short Equity Fund, LLC	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE				AQR TAX-AWARE DELPHI LONG SHORT EQUITY FUND, LLC			Limited Liability Company		overFiveYears	
0001405086-25-000209	YES	101	0001779468	AQR DELPHI LONG-SHORT EQUITY OFFSHORE FUND, L.P.	OGIER GLOBAL (CAYMAN) LIMITED	89 NEXUS WAY	CAMANA BAY, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	345-9499876	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001405086-25-000208	YES	101	0001524221	AQR Delphi Long-Short Equity Fund, L.P.	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE				AQR Oracle Fund, L.P.	AQR Low Beta Fund, L.P.	AQR BAB Fund, L.P.	Limited Partnership		overFiveYears	
0001405086-25-000207	YES	101	0001616851	AQR TA Global Equity Market Neutral Fund, L.P.	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE				AQR Tax Advantaged Global Equity Market Neutral Fund, L.P.	AQR Tax Plus Global Market Neutral Equity Fund, L.P.	AQR Tax Plus U.S. Hedged Equity Fund, L.P.	Limited Partnership		overFiveYears	
0001891519-25-000001	YES	101	0001891519	XO Armor Technologies, Inc.	2328 S. College Street	Ste. 12	AUBURN	AL	ALABAMA	36832	503-333-4607	DELAWARE				XO Armor Technologies, LLC			Corporation		overFiveYears	
0001405086-25-000206	YES	101	0002079649	AQR Flex 1 Series LLC - Series F1	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001405086-25-000205	YES	101	0002076281	AQR Flex 1 Series LLC - Series A12	ONE GREENWICH PLAZA	SUITE 130	GREENWICH	CT	CONNECTICUT	06830	203-742-3600	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002080533-25-000001	YES	101	0002080533	Roll & Hill, LLC	6192 VALDUGA DR. S.W.		BYRON CENTER	MI	MICHIGAN	49315	718-387-6132	NEW YORK							Limited Liability Company		overFiveYears	
0000919574-25-004373	YES	101	0001444653	METACAPITAL MORTGAGE OPPORTUNITIES FUND LP	METACAPITAL MANAGEMENT, LLC	152 WEST 57TH STREET, SUITE 8SW	NEW YORK	NY	NEW YORK	10019	212-300-0500	DELAWARE				METACAPITAL MORTGAGE OPPORTUNITY FUND LP			Limited Partnership		overFiveYears	
0002073418-25-000001	YES	101	0002073418	5th Level Capital Management Company, LLC	5708 SAILBOARD DRIVE		LAND O' LAKES	FL	FLORIDA	34638	7322619442	TEXAS							Limited Liability Company		overFiveYears	
0001960175-25-000003	YES	101	0001960175	Cross Bible, Inc.	6104 SEPULVEDA BLVD #1080		VAN NUYS	CA	CALIFORNIA	91411	(310) 402-3941	DELAWARE							Corporation		withinFiveYears	2022
0002072182-25-000005	YES	101	0002072182	EverGen Infrastructure Corp.	SUITE 360 - 1050 HOMER STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	BC V6B 2X5	604-838-5648	BRITISH COLUMBIA, CANADA							Corporation		overFiveYears	
0002080311-25-000001	YES	101	0002080311	Turnkey Radiology Experts, LLC	209 LIMESTONE PASS		COTTAGE GROVE	WI	WISCONSIN	53527	608-839-9050	WISCONSIN							Limited Liability Company		withinFiveYears	2025
0001811758-25-000001	YES	101	0001811758	Asteya Partners Delaware, LP	1111 LINCOLN ROAD	SUITE 500	MIAMI BEACH	FL	FLORIDA	33139	(646) 318-6852	DELAWARE							Limited Partnership		overFiveYears	
0001974100-25-000001	YES	101	0001974100	Great Lakes Land Holdings, LLC	13811 THOMPSON DR		LOWELL	MI	MICHIGAN	49331	517-899-8547	MICHIGAN							Limited Liability Company		withinFiveYears	2021
0002080474-25-000002	YES	101	0002080494	YS PL MTG II LLC	300 PARK AVE., 15TH FLOOR		NEW YORK	NY	NEW YORK	10022	844-943-5378	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002080474-25-000001	YES	101	0002080474	YS SLT REQ I LLC	300 PARK AVE., 15TH FLOOR		NEW YORK	NY	NEW YORK	10022	844-943-5378	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001683168-25-005728	YES	101	0002077867	GVP Storage Napa Holdings, LLC	11726 SAN VICENTE BLVD., STE 500		LOS ANGELES	CA	CALIFORNIA	90049	310-426-8566	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002080454-25-000001	YES	101	0002080454	AD BNB a series of Allocations 2025 Master, LLC	Villa 43 Street 10		Abu Dhabi	C0	UNITED ARAB EMIRATES	3111	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002067994-25-000001	YES	101	0002067994	Oaktree Mezzanine Fund VI (Acquisition), L.P.	C/O OAKTREE CAPITAL MANAGEMENT, L.P.	333 S GRAND AVENUE, 28TH FLOOR	LOS ANGELES	CA	CALIFORNIA	90071	213-830-6300	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0002075646-25-000001	YES	101	0002075646	AVSF - Aalo 2025, LLC	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02110	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002080457-25-000001	YES	101	0002080457	Pacific Sands Real Estate Partners, LLC	60 CORPORATE PARK, SUITE 100		IRVINE	CA	CALIFORNIA	92606	949-262-0084	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002070594-25-000001	YES	101	0002070594	Nakamoto Feeder, a series of Allocations 2025 Master, LLC	501 Union St	Ste 545	Nashville	TN	TENNESSEE	37219	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001615594-25-000093	YES	101	0002021228	High Street Holdco, LLC	305 W FRONT ST STE 201		TRAVERSE CITY	MI	MICHIGAN	49684	(877) 735-0195	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002080401-25-000001	YES	101	0002080401	FI-0403 Fund IV, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002070583-25-000001	YES	101	0002070583	Columbus Circle Digital I a series of Allocations 2025 Master, LLC	20 W. 64TH ST.		New York	NY	NEW YORK	10023	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000905148-25-002757	YES	101	0001685485	LEGAL & GENERAL MSCI WORLD FUND, LLC	71 S Wacker Drive	Suite 800	Chicago	IL	ILLINOIS	60606	312-585-0405	DELAWARE							Limited Liability Company		overFiveYears	
0000898432-25-000554	YES	101	0001689483	PM Manager Fund SPC - Segregated Portfolio 44	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0002080499-25-000001	YES	101	0002080499	RC 23 Frontage Investors LLC	184 HIGH STREET	SUITE 502	BOSTON	MA	MASSACHUSETTS	02110	6178472445	MASSACHUSETTS							Limited Liability Company		withinFiveYears	2025
0002032626-25-000002	YES	101	0002032626	Menrva Lead Co-investment, L.P.	MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	852 2843-9318	CAYMAN ISLANDS							Other	a Cayman Islands exempted limited partnership	withinFiveYears	2024
0000898432-25-000553	YES	101	0001469695	PM Manager Fund, SPC - Segregated Portfolio 14	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KYI-9005	345-814-4684	CAYMAN ISLANDS							Corporation		overFiveYears	
0002079471-25-000001	YES	101	0002079471	WAGMI 164 - WAGMI Master LLC	7751 Hollow Way		Irving	TX	TEXAS	75063	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000898432-25-000552	YES	101	0001788050	PCH Manager Fund, SPC. - Segregated Portfolio 214	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KYI-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0000898432-25-000551	YES	101	0002026031	PCH MANAGER FUND, SPC. - SEGREGATED PORTFOLIO 217	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2024
0002062660-25-000001	YES	101	0002062660	VI Last Energy SPV I a series of Vineyard Master LLC	180 CENTRAL PARK S	#155	NEW YORK	NY	NEW YORK	10019	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000905148-25-002756	YES	101	0001684107	L&G GLOBAL HIGH YIELD FUND, LLC	71 S Wacker Drive	Suite 800	Chicago	IL	ILLINOIS	60606	312-585-0405	DELAWARE							Limited Liability Company		overFiveYears	
0000905148-25-002755	YES	101	0001673949	Legal & General MSCI World Ex USA Fund, LLC	71 S Wacker Drive	Suite 800	Chicago	IL	ILLINOIS	60606	312-585-0405	DELAWARE							Limited Liability Company		overFiveYears	
0000898432-25-000550	YES	101	0001888966	PCH Manager Fund, SPC. - Segregated Portfolio 216	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMANS	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS				PCH Manager Fund, SPC - Segregated Portfolio 216			Corporation		withinFiveYears	2021
0002067687-25-000012	YES	101	0002073207	IEQ Capital Access Fund - BRP Secondary VI, L.P.	C/O COMPLIANCE DEPARTMENT	60 EAST 42ND STREET, 28TH FLOOR	NEW YORK	NY	NEW YORK	10165	(212)994-7400	DELAWARE							Limited Partnership		withinFiveYears	2025
0001935581-25-000003	YES	101	0001935581	Duck Camp LLC	3908 AVENUE B	SUITE 302	AUSTIN	TX	TEXAS	78751	512-496-0104	TEXAS							Limited Liability Company		overFiveYears	
0001986461-25-000003	YES	101	0001986461	Vert Investments, LLC	5200 S HIGHLAND DRIVE		HOLLADAY	UT	UTAH	84117	801-493-5794	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002078716-25-000001	YES	101	0002078716	Locron Co-Investment L.P.	27 ESPLANADE		ST. HELIER	Y9	JERSEY	JE1 1SG	44 (0)1534 850 750	JERSEY							Limited Partnership		withinFiveYears	2025
0001834899-25-000004	YES	101	0001834899	Sundance Capital Partners, LLC	1401 MEADOWOOD LANE		CHARLOTTE	NC	NORTH CAROLINA	28211	650-283-5969	DELAWARE							Limited Liability Company		withinFiveYears	2020
0000898432-25-000547	YES	101	0001687782	PCH Manager Fund, SPC-Segregated Portfolio 207	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0002079339-25-000001	YES	101	0002079339	Cohesion MK Best Ideas SP, a Segregated Portfolio of Cohesion Best Ideas SPC	704, AL KHATEM TOWER	ABU DHABI GLOBAL MARKET SQ, AL MARYAH IS	ABU DHABI	C0	UNITED ARAB EMIRATES	00000	971 2 883 0385	CAYMAN ISLANDS							Other	Segregated Portfolio Company	overFiveYears	
0000898432-25-000546	YES	101	0001656906	PCH Manager Fund, SPC-Segregated Portfolio 204	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0001915694-25-000003	YES	101	0001915694	Optisense, Inc.	1801 E 51st St, Ste 365	Box 388	Austin	TX	TEXAS	78723	713-501-4423	DELAWARE							Corporation		withinFiveYears	2021
0000898432-25-000545	YES	101	0001695131	NPB Manager Fund, SPC-Segregated Portfolio 103	ONE NEXUS WAY	CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0002063181-25-000002	YES	101	0002063181	CVC PRIVATE CREDIT FUND S.A. SICAV - CVC-CRED EUROPEAN PRIVATE CREDIT	2-4 RUE EUGENE RUPPERT		GRAND DUCHY OF LUXEMBOURG	N4	LUXEMBOURG	L-2453	352 42 71 71 3957	LUXEMBOURG				CVC-CRED EUROPEAN PRIVATE CREDIT - CVC PRIVATE CREDIT FUND S.A. SICAV			Limited Liability Company		withinFiveYears	2023
0001701883-25-000002	YES	101	0001701883	CC&L Q Emerging Markets Equity Fund LP	18 GODFREY ROAD WEST		WESTON	CT	CONNECTICUT	06883	(646) 722-2607	DELAWARE							Limited Partnership		overFiveYears	
0001315863-25-000565	YES	101	0001649930	Hathersage Macro Opportunity Fund, LP	UGLAND HOUSE, PO BOX 309		GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	631.265.1694	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001566114-25-000062	YES	101	0001820794	Global Impact Access Partnership II, LP	22 Vanderbilt Avenue	27th Floor	NEW YORK	NY	NEW YORK	10017	2123965900	DELAWARE							Limited Partnership		overFiveYears	
0002080402-25-000001	YES	101	0002080402	SP-0704 Fund I, a series of Exoscaleton, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080361-25-000001	YES	101	0002080361	RE-0713 Fund I, a series of Ventioneers Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0001808018-25-000002	YES	101	0001808018	Steady Install, Inc.	410 N. SCOTTSDALE ROAD, SUITE 1000		TEMPE	AZ	ARIZONA	85281	(602) 492-8048	DELAWARE							Corporation		overFiveYears	
0001493152-25-011687	YES	101	0002072183	Greener Pastures Diversified Fund Limited Partnership	LEVEL 1, 227 MAUNGANUI ROAD		MOUNT MAUNGANUI	Q2	NEW ZEALAND	3116	64274608990	NEW ZEALAND							Limited Partnership		withinFiveYears	2025
0002078464-25-000001	YES	101	0002078464	TGC Louisville, LLC	322 S MOSLEY STREET		WICHITA	KS	KANSAS	67202	316-260-9088	KANSAS							Limited Liability Company		withinFiveYears	2023
0001599916-25-000094	YES	101	0001882781	C2 Blockchain, Inc.	12818 SW 8TH ST., UNIT #2008		MIAMI	FL	FLORIDA	33184	8884373432	NEVADA				C2 Blockchain,Inc.	C2 Blockchain, Inc.		Corporation		withinFiveYears	2021
0002059318-25-000002	YES	101	0002059318	Paraiso Beach Club of Naples, LLC	8805 TAMIAMI TRAIL	SUITE 381	NAPLES	FL	FLORIDA	34108	(239) 963-2640	FLORIDA							Limited Liability Company		withinFiveYears	2025
0002079187-25-000001	YES	101	0002079187	Humera, Inc.	4690 WATERS EDGE WAY		GREENWOOD	IN	INDIANA	46143	3176757077	DELAWARE							Corporation		withinFiveYears	2025
0002076522-25-000001	YES	101	0002076522	Auctor Cambridge Aerospace, a series of Ratio Ventures, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080359-25-000001	YES	101	0002080359	Contrarian-RE-0725 Fund I, a series of AngelList Funds 2025, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080363-25-000001	YES	101	0002080363	CE-1119 Fund I, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080357-25-000001	YES	101	0002080357	AR-0424 Fund I, a series of MV Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080380-25-000001	YES	101	0002080380	Untapped-YO-0612 Fund I, a series of AngelList Funds 2025, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080358-25-000001	YES	101	0002080358	HE-0612 Fund I, a series of Ventioneers Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080364-25-000001	YES	101	0002080364	MI-0622 Fund I, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002080360-25-000001	YES	101	0002080360	IN-0409 Fund II, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0001896410-25-000021	YES	101	0002080180	Simply Invest Fund I, LLC	2225 DEERPATH DRIVE		ELGIN	IL	ILLINOIS	60123	(224) 210-9065	WYOMING							Limited Liability Company		withinFiveYears	2025
0001315863-25-000564	YES	101	0001380480	CF SPECIAL SITUATION FUND I, LP	50 PUBLIC SQUARE	SUITE 4100	CLEVELAND	OH	OHIO	44113	216-539-1181	DELAWARE				CF SPECIAL SITUATION FUND I L P			Limited Partnership		overFiveYears	
0000902664-25-003406	YES	101	0001973667	LibreMax Structured Income Offshore Partners III, LP	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	NY	NEW YORK	KY1-1104	345-949-8066	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2023
0000902664-25-003405	YES	101	0001973767	LibreMax Structured Income Partners III, LP	601 LEXINGTON AVENUE	30TH FLOOR	NEW YORK	NY	NEW YORK	10022	212-612-1550	DELAWARE							Limited Partnership		withinFiveYears	2023
0002076797-25-000003	YES	101	0002076797	Abacus, a series of Jason's Syndicate, LLC	50 W BROADWAY	SUITE 333 #84613	SALT LAKE CITY	UT	UTAH	84101	(435) 557-4001	DELAWARE				Abacus, a series of Jason's Syndicate, LLC Company's Physical Address:			Limited Liability Company		withinFiveYears	2025
0001986829-25-000002	YES	101	0001986829	Freedom Fund I, a series of Freedom Fund Venture Capital, LP	119 SOUTH MAIN STREET, SUITE 220		SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE				Freedom Fund II, a series of Freedom Fund Venture Capital, LP			Limited Partnership		withinFiveYears	2024
0002080461-25-000001	YES	101	0002080461	Stakehouse Fund I QP LP	722 EDWIN AVE		SAINT LOUIS	MO	MISSOURI	63122	9492904817	DELAWARE							Limited Partnership		withinFiveYears	2025
0001093094-25-000015	YES	101	0001982449	Phyto Teq, Inc.	ONE WORLD TRADE CENTER	SUITE 130	LONG BEACH	CA	CALIFORNIA	90831	(310) 891-1959	CALIFORNIA							Corporation		withinFiveYears	2021
0000912282-25-000833	YES	101	0001641229	First Mining Gold Corp.	Suite 2070, 1188 West Georgia Stteet		Vancouver	A1	BRITISH COLUMBIA, CANADA	V6E 4A2	(604) 306-8827	BRITISH COLUMBIA, CANADA				First Mining Finance Corp.			Corporation		overFiveYears	
0002080207-25-000001	YES	101	0002080207	SF1 Fund I, LP	555 Mission St Ste 2400		San Francisco	CA	CALIFORNIA	94105	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002075819-25-000002	YES	101	0002075819	TPG Twin Brook DLI Investments Continuation Fund I, L.P.	C/O ANGELO, GORDON & CO., L.P.	245 PARK AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10167	212 692 2000	DELAWARE				TPG Twin Brook DLI Investments Continuations Fund I, L.P.			Limited Partnership		withinFiveYears	2025
