company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
ORPHOMED INC,Biotechnology,orphomed.com,MILL VALLEY,CA,94941,(949) 275-4478,2015.0,10.0,"Nikhilesh Singh, Nikhilesh Singh, Ph.D.","Art Pappas, Frank Torti, Kenneth Widder, Michael D. Chao, Michael Martin, Thomas D. Kiley",44588695.0,39272375.0,Series B,2017-05-08,,,,,
ORSFX LTD,Investing,orsfx.com,NEW YORK,NY,10174,1 (646) 3484389,2025.0,0.0,,MD SHAFIQUL ISLAM,,,,,,,,,
ORSOBIO INC,Biotechnology,orsobio.com,MENLO PARK,CA,94025,(650) 208-8348,2020.0,5.0,"Gangadhara Ganapati, Mani Subramanian","Cory Freedland, Edward Fleming, Evan Rachlin, Matthew Young, Muzammil Mansuri, Srinivas Akkaraju",151629383.0,67000000.0,Series C,2024-08-14,,,,,
ORTHALIGN INC,Other Health Care,orthalign.com,ALISO VIEJO,CA,92656,(949) 715-2424,,,"David S. Smith, Eric Timko, Mike S. Bushack, William E. Maya","Carter Ronald McNabb, Christopher Ronald Martin, D. Ronald Yagoda, Gary Ronald Henley, Wayne Ronald Wallace, William Ronald Hanna",54187852.0,18000000.0,Series A,2020-08-27,,,,,
ORTHO KINEMATICS INC,Other Health Care,,Austin,TX,78746,(512) 334-5490,,,"Adam Deitz, Erik Wagner, Paul Gunnoe, Paul L. Gunnoe","Gary L. Stevenson, Gary T. Stevenson, Gerald DeVries, Jr., Gerald L. DeVries, Jr., Gregory T. Lucier, John L. Rodakis, John Rodakis, John T. Rodakis, Joseph L. Pepper, Nelson Jaeggli, Nelson L. Jaeggli, Nelson L. Jaeggli, MD",76392771.0,3000000.0,Pre-Seed,2018-05-31,,,,,
ORTHO VISION LLC,Investing,,LOS ANGELES,CA,90077,(310) 489-5314,2017.0,8.0,"KERRY K. ASSIL, Steve Magami",,5000000.0,5000000.0,Pre-Seed,2017-06-29,,,,,
ORTHOACCEL TECHNOLOGIES INC,Manufacturing,,BELLAIRE,TX,77401,18326311660,,,"Jeff C. Layton, Kelly C. Enos, Michael K Lowe, Michael K. Lowe, Mike K. Lowe, Pamela C. Westbrook","Bill C. Ryan, Brian R. Smith, John C. McCormick, Len C. Hedge, Todd C. Cooper",45199930.0,18200000.0,Seed,2017-01-10,,,,,
ORTHOGONAL INC,Other Technology,orthogonal.com,ROCHESTER,NY,14650,(607) 227-9366,,,John DeFranco,"Ben Gallacher, Bradley Schmidt, Cameron Piron, David Fyfe, Jong-Guang Pan",6744338.0,2999999.0,Pre-Seed,2020-02-24,,,,,
ORTHOMAX LLC,Other,,MARTINEZ,CA,94553,(408) 438-3940,2014.0,11.0,Steve R. Caudle,,1000000.0,1000000.0,Pre-Seed,2014-04-28,,,,,
ORTHOPAEDIC SYNERGY INC,Other Health Care,,EAST TAUNTON,MA,2718,(774) 226-1847,,,"Elizabeth V. Cipolletti, George B. Cipolletti, James V. Barrile","David V. Johnson, David V. Pool, Florian J. Reinaud, Guy V. Mayer, Randal J. Barrett, William N. Birnie",27500000.0,27500000.0,Series B,2014-04-09,,,,,
ORTHORPM INC,Other Health Care,orthorpm.com,Encinitas,CA,92024,(760) 420-8966,2021.0,4.0,Stuart Seymour,"Amy Ladd, Arnold Weiss, Arnold-Peter C. Weiss, Donald Keyser, Kelly C. May, Steven Ingel, Ted C. Tussing, Ted Tussing",1140000.0,1140000.0,Pre-Seed,2021-03-30,,,,,
ORTHOSCIENCE INC,Other Technology,,MILL VALLEY,CA,94941,18886732827,2016.0,9.0,"Abhishek Vallabhaneni, Sean Carlson",,2000000.0,1000000.0,Pre-Seed,2019-06-05,,,,,
ORUM INC,Other Technology,orum.com,AUSTIN,TX,78701,(818) 497-6298,2018.0,7.0,"Jason Dorfman, Jason S. Dorfman, Karthik S. Viswanathan, Karthik Viswanathan","Ayush Sood, David S. Sacks, Sri S. Pangulur",25999940.0,21999942.0,Series B,2022-08-31,,,,,
ORYON TECHNOLOGIES INC,Other Technology,oryon-technologies.com,ADDISON,TX,75001,(214) 267-1321,,,"Mark E. Pape, Thomas P. Schaeffer","Clifton Kwang-Fu Shen, Larry L. Sears, Richard K. Hoesterey",2914732.0,2914732.0,Pre-Seed,2014-01-21,,,,,
OSANO INC,Other Technology,osano.com,AUSTIN,TX,78756,(512) 842-6730,2018.0,7.0,Arlo Gilbert,"Michael Smerklo, Venu Shamapant",5324440.0,5324440.0,Series A,2019-12-13,,,,,
OSARO INC,Other Technology,osaro.com,SAN FRANCISCO,CA,94107,(415) 967-1319,2015.0,10.0,"DERIK PRIDMORE, Derik Pridmore, Gabe Zingaretti, MICHAEL KAHANE, Michael Kahane","ANTOINE BLONDEAU, Antoine Blondeau, Iqbaljit Kahlon, MEGAN GUY, Megan Guy, Michael Kim, SCOTT BANISTER, Scott Banister",73081503.0,19249868.0,Series B,2023-11-16,,,,,
OSCAR MASSIN INC,Other,oscar-massin.com,NEW YORK,NY,10020,33631140359,2021.0,4.0,Frederic de Narp,,5000000.0,5000000.0,Seed,2021-07-22,,,,,
OSCAR WILDE SPIRITS INC,Other,oscarwildespirits.com,MALIBU,CA,90265,(310) 953-5240,2019.0,6.0,"CONOR QUINN, Conor Quinn, STUART HALL, Stuart Hall",Richard Post,8999996.0,3000000.0,Pre-Seed,2025-05-29,,,,,
OSCILLA POWER INC,Other Technology,oscillapower.com,SEATTLE,WA,98199,(206) 557-7032,2009.0,16.0,"Balakrishnan Nair, Nair Balakrishnan, Rahul Shendure","Kristin Martinez, Meredith Fisher, Rahul Shendure, Rick Luebbe",4601177.0,1460000.0,Pre-Seed,2021-05-15,,,,,
OSCOMP SYSTEMS INC,Other Energy,,Houston,TX,77032,(713) 482-6034,2010.0,15.0,"Jeffrey Andre Martini, Kolar Andre Seshasai, Pedro Santos","Kristian Lier, Lief Andre Skare, Paul Deutch",6000000.0,6000000.0,Series A,2014-01-09,,,,,
OSIRIS EXCHANGE INC,Other Technology,,NEW YORK,NY,10023,(347) 244-5076,2018.0,7.0,"Calvin Bradley, David Nichols, Richard Vinhais, Vasudev Kulkarni","Amir Kabir, David Nichols",16050000.0,6050000.0,Seed,2023-11-15,,,,,
OSIRIS ORGANICS INC,Other,osirisorganics.com,CLARENCE CENTER,NY,14032,(716) 407-0292,2019.0,6.0,"Donald Geoffrey White, Stephen E Stark, Steve Geoffrey Taylor",Juergen Geoffrey Schreiber,,,,,,,,,
OSIRIS VENTURES INC,Other,osiris-ventures.com,SAN FRANCISCO,CA,94102,(000) 000-0000,2018.0,7.0,"Douglas Cortina, Jigar Patel, Richard Pierce",,29401907.0,29401907.0,Series B,2018-11-30,,,,,
OSKA INC,Other,oska.com,VISTA,CA,92081,(760) 889-3619,2015.0,10.0,"Greg Houlgate, Les Cross, Michael Brower","Darren Wedge, Stephen Collins",1999998.0,1999998.0,Pre-Seed,2015-12-03,,,,,
OSMANDO INC,Other Technology,osmando.com,SAN FRANCISCO,CA,94114,(415) 967-2513,2022.0,3.0,"Andong Cao, Michelle Weng Friedman",,5250000.0,5250000.0,Seed,2023-07-07,,,,,
OSMNEZ TECHNOLOGIES INC,Other Technology,,WALNUT,CA,91789,(866) 282-1591,2015.0,10.0,Arvind Parthiban,"Anand Daniel, Naveen Venkatesan, Tarun Davda",6000000.0,6000000.0,Series A,2016-09-28,,,,,
OSMO INC,Other Technology,osmo.com,IRVINE,CA,92618,(949) 396-2357,2017.0,8.0,"Diane Kim, Diane Noh",,2000000.0,2000000.0,Pre-Seed,2019-08-02,,,,,
OSMO SYSTEMS INC,Other,,ALBANY,CA,94706,(650) 868-2697,2014.0,11.0,"Carole H. Bellis, Zach Stein, Zachary Stein","Ethan Batraski, James Regulinski",4415634.0,1500000.0,Pre-Seed,2021-03-16,,,,,
OSMOSIS INTERACTIVE INC,Other Technology,osmosisinteractive.com,SEATTLE,WA,98101,(206) 381-0898,2014.0,11.0,"JONATHAN S. LYONS, ROSS COLLINS, RUSS S. STROMBERG",,1917271.0,1917271.0,Pre-Seed,2016-05-10,,,,,
OSO SECURITY INC,Other Technology,ososecurity.com,NEW YORK,NY,10017,(617) 610-1751,2018.0,7.0,"Graham Neray, Samuel Scott",,2744000.0,2744000.0,Seed,2019-04-29,,,,,
OSO SIMPLE TECHNOLOGIES INC,Other Technology,,CHAMPAIGN,IL,61820,(817) 937-7043,2012.0,13.0,"Eduardo Torrealba, Michael Clemenson, Trevor Hutchins",Timothy Hoerr,1253029.0,1253029.0,Pre-Seed,2013-10-14,,,,,
OSP EMBEDDED HOLDINGS LLC,Other,,NEW YORK,NY,10022,(212) 433-3050,2022.0,3.0,"Ariel Garcia, David Stein, Joe Benavides, Theodore Coons, Tim Reed",,76532953.0,7101485.0,Seed,2024-12-10,,,,,
OSP GANNETT HOLDINGS LLC,Other,,NEW YORK,NY,10022,(212) 433-3050,2022.0,3.0,"Addison Nordin, Ariel Garcia, Joe Benavides, Paul Nowicki, Robert Scaer, Theodore Coons","Michael Della Rocca, Robert Scaer, Tim Rock",744927719.0,1615500.0,Pre-Seed,2025-09-02,,,,,
OSP HAMILTON HOLDINGS LLC,Other,,NEW YORK,NY,10022,(212) 433-4050,2021.0,4.0,"Jeff Kelly, Joe Benavides, John W. Smith, Parin Shah, Stephen W. Baker, Theodore Coons","John W. Smith, Mike W. Hansen, Scott W. Sommer, Scott W. Sommers",155649885.0,1000000.0,Pre-Seed,2023-05-01,,,,,
OSP HAMILTON MANAGEMENT AGGREGATOR LLC,Other,,NEW YORK,NY,10022,(212) 433-4050,2021.0,4.0,,"Joe Benavides, John W. Smith, Parin Shah, Stephen Baker, Theodore Coons",17653661.0,1000000.0,Pre-Seed,2023-05-01,,,,,
OSP LAKESIDE HOLDINGS LLC,Other,,NEW YORK,NY,10022,(212) 433-3050,2020.0,5.0,"David Stein, Joe Benavides, Rupinder Dang, Russell Reeder, Theodore Coons","Jeff Kelly, Marc Brown, Rupinder Dang, Russell Reeder",71058669.0,1493762.0,Pre-Seed,2022-12-16,,,,,
OSP LAKESIDE MANAGEMENT AGGREGATOR LLC,Other,,NEW YORK,NY,10022,(212) 433-3050,2020.0,5.0,,"David Stein, Joe Benavides, Rupinder Dang, Russell Reeder, Theodore Coons",43021849.0,1493762.0,Pre-Seed,2022-12-16,,,,,
OSP RITA HOLDINGS LLC,Other,,NEW YORK,NY,10022,(212) 433-3050,2021.0,4.0,"Addison Nordin, Edward Lyon, Jeff Kelly, Joe Benavides, Parin Shah, Theodore Coons","Edward Lyon, Jeff Kelly, Joe Benavides, Michael DellaRocca, Parin Shah, Slawek Dymerski, Theodore Coon, Theodore Coons",30614712.0,3159956.0,Seed,2025-06-10,,,,,
OSP RITA MANAGEMENT AGGREGATOR LLC,Other,,NEW YORK,NY,10022,(212) 433-3050,2021.0,4.0,,"Addison Nordin, Edward Lyon, Joe Benavides, Michael DellaRocca, Parin Shah, Slawek Dymerski",19298119.0,3038420.0,Seed,2025-06-10,,,,,
OSPITEK INC,Other Health Care,ospitek.com,SAN DIEGO,CA,92122,(833) 677-4835,2018.0,7.0,"Donald Courtney, Slim Souissi",Munish Batra,8921294.0,8921294.0,Series A,2023-06-27,,,,,
OSPREY FUNDS LLC,Other Banking and Financial Services,ospreyfunds.com,Tarrytown,NY,10591,(914) 214-4174,2018.0,7.0,"Gregory King, Jack Drogin, Robert Rokose, Scott Acheychek",,27500000.0,20000000.0,Series A,2021-10-08,,,,,
OSPREYDATA INC,Other Technology,,SAN JUAN CAPISTRANO,CA,92675,(949) 373-9640,2013.0,12.0,"John Burke, Miles Mahoney","Larry Sheakley, Michael Colaco, Mike Murphy, Miles Mahoney, Stuart Frost, Thomas Willis",9725028.0,3509221.0,Seed,2016-08-25,,,,,
OSS GLOBAL INC,Other Technology,oss-global.com,AUSTIN,TX,78735,(801) 712-5532,2021.0,4.0,"Bradden J. Blair, Matthew E. Harward, Travis E. Oliphant","Ashley J. Baal, Doug J. Pennock, Lalitha J. Krishnamoorthy",2000000.0,2000000.0,Pre-Seed,2022-06-20,,,,,
OSSIA INC,Other,ossia.com,REDMOND,WA,98052,(425) 213-8359,,,Hatem Zeine,"Khalid Asfour, Ramzi Zeine",23411160.0,23411160.0,Series A,2014-10-30,14.0,0.0,100.0,144000.0,"['Engineer', 'Senior Wireless Systems Engineer', 'Senior Radio Frequency Engineer']"
OSSIUM HEALTH INC,Biotechnology,ossiumhealth.com,SAN FRANCISCO,CA,94102,(415) 513-5535,2016.0,9.0,"Erik Woods, Kevin Caldwell","Sebastian Giwa, Thomas Cycyota, William Trenchard",10406198.0,10406198.0,Series A,2018-05-14,,,,,
OSSO GOOD LLC,Other,,SAN RAFAEL,CA,94903,(262) 844-8032,2015.0,10.0,Toran Hilmer,,1200000.0,1200000.0,Pre-Seed,2017-04-24,,,,,
OSSO VR INC,Other Technology,ossovr.com,San Francisco,CA,94107,(650) 394-5089,2016.0,9.0,"Josh Willeford, Justin Barad","Amy Raimundo, Bryan Sivak, Liz Rockett, Sunny Kumar, Wayne Hu",42977069.0,26567111.0,Series B,2021-07-01,,,,,
OSTEAL THERAPEUTICS INC,Pharmaceuticals,,Dallas,TX,75244,(469) 809-2630,,,"David Thompson, Jude Paganelli","Biren Mehta, Brian de Beaubien, David Cash, Douglas Kohrs, Judson Cooper, Martin Sands, Noam Krantz, Rushu Luo, Sonal Patel",107388934.0,49999999.0,Series C,2024-05-22,,,,,
OSTENDO TECHNOLOGIES INC,Other Technology,,CARLSBAD,CA,92011,(760) 710-3000,,,"Babak Cyrus Razi, Barak Cyrus Bussel, Dale A. McNeil, Dale A. McNeill, David A. Dull, Hussein S. El-Ghoroury","Babak Cyrus Razi, Barak Cyrus Bussel, Barak S. Bussel, Charles A. Liu, Charles S Liu, Dale A. McNeill, David A. Dull, David S. Dull, David T. Dull, David T. Schiff, Harrison T. LeFrak, Michael A. Milstein, Michael T. Milstein",386591392.0,30000000.0,Series B,2020-09-10,,,,,
OSTENTUS THERAPEUTICS INC,Other Health Care,ostentustherapeutics.com,NEWPORT COAST,CA,92657,(714) 658-6562,2021.0,4.0,Elisabetta Graff,"Stuart Weinstein, William Graff",17300000.0,9800000.0,Pre-Seed,2024-02-24,,,,,
OSTERHOUT GROUP INC,Computers,osterhout-group.com,SAN FRANCISCO,CA,94107-1976,(415) 644-4000,,,"James Patrick Moriarty, Peter Frank Jameson, Ralph Frank Osterhout","Edward Harry Nortrup, Keith Frank Boesky, Rongjun Frank Cai",100000000.0,100000000.0,Series C,2016-11-28,,,,,
OSTIAL CORP,Other Health Care,ostial.com,CAMPBELL,CA,95008,(844) 352-7411,2018.0,7.0,"Farhad Khosravi, Jon Bohane",,13868266.0,7723593.0,Series A,2022-09-01,,,,,
OSUNA PARTNERS INC,Other Technology,osunapartners.com,DALLAS,TX,75219,(468) 515-9526,2017.0,8.0,Staci Christine Lacy,,,,,,,,,,
OSYTE INC,Other Technology,osyte.com,SEATTLE,WA,98104,(206) 795-1520,,,"Charles Anselm, Sellappa Gopalaswamy",Ashu Bhalla,6176306.0,6176306.0,Series A,2024-10-15,,,,,
OT GLOBAL LLC,Other,ot-global.com,EL SEGUNDO,CA,90245,(949) 701-9876,2015.0,10.0,"Brittany Slater, Clint Carnell, Gary Fischer","Jared Smith, Jeff Seery, Jeffrey Seery, Kenneth Kay, Mark Sieczkarek",2750000.0,1250000.0,Pre-Seed,2020-12-08,,,,,
OT HOLDING CORP,Other,ot.com,BEVERLY HILLS,CA,90210,(310) 228-9712,2021.0,4.0,"Dawn M. Walloch, Eva M. Kalawski, John Holland, Justin M. Maroldi, Mary Ann Sigler",,4635000.0,4635000.0,Seed,2021-12-10,,,,,
OTC EXCHANGE INC,Other Technology,otcexchange.com,CONROE,TX,77303,(214) 799-0542,2015.0,10.0,Jeffery Borden,,,,,,,,,,
OTC EXCHANGE NETWORK INC,Other Technology,,SAN FRANCISCO,CA,94133,(415) 429-4093,2016.0,9.0,"Andrew Rasmussen, David Kim, Rosario Ingargiola",Lee Drucker,1350000.0,1350000.0,Pre-Seed,2018-02-16,,,,,
OTELLO MEDICAL INC,Other Health Care,,LAGUNA HILLS,CA,92653,(949) 348-1188,2018.0,7.0,"Hugh A. Neuharth, Olav B. Bergheim",Michael J. Griffith,1640000.0,1640000.0,Pre-Seed,2018-07-26,,,,,
OTHER MACHINE CO,Other Technology,,SAN FRANCISCO,CA,94110,(512) 705-0367,2013.0,12.0,"Danielle Applestone, Deborah A. Marshall, Saul Griffith","Bryce A. Roberts, Eric Wilhelm",4679915.0,4679915.0,Seed,2015-04-27,,,,,
OTHERSIDE ENTERTAINMENT INC,Other Technology,othersideentertainment.com,LINCOLN,MA,1773,(617) 997-0466,2017.0,8.0,Paul Neurath,"Geoffrey Hyatt, Michael Dornbrook",3561070.0,3561070.0,Seed,2018-08-31,,,,,
OTHERSIDEAI INC,Other Technology,othersideai.com,MELVILLE,NY,11747,(631) 559-5913,2020.0,5.0,Matthew Shumer,Miles Feldstein,2714991.0,2714991.0,Seed,2020-11-02,,,,,
OTHRAM INC,Other Technology,othram.com,THE WOODLANDS,TX,77381,(832) 390-8570,2018.0,7.0,"DAVID MITTELMAN, David Mittelman","JOHN BURBANK, JOHN H BURBANK, John H Burbank, John H. Burbank, STEPHEN H HSU, STEPHEN H OSKOUI, STEVEN HSU, Stephen H Oskoui, Stephen H. Oskoui",70499996.0,15000000.0,Series A,2024-02-01,,,,,
OTIS WEALTH INC,Other Technology,otiswealth.com,NEW YORK,NY,10017,(000) 000-0000,2018.0,7.0,Michael Karnjanaprakorn,"Albert Wenger, Dan Levitan",14440002.0,11150003.0,Series A,2019-11-19,,,,,
OTO SYSTEMS INC,Other Technology,oto-systems.com,SAN FRANCISCO,CA,94111,(650) 798-4355,2017.0,8.0,"John Pilkin, Nicolas Perony, Teo Borschberg","Camilla Mazzolini, Nicolas Perony",6486267.0,5386267.0,Series A,2019-08-05,,,,,
OTONEXUS MEDICAL TECHNOLOGIES INC,Other Health Care,,BELLEVUE,WA,98004,(206) 330-0610,2010.0,15.0,"Caitlin Cameron, George A. Gates","Harris A. Brody, Marion R. Foote, Mark A. Moehring, Rhonda F. Rhyne",98388000.0,15000000.0,Series A,2022-10-20,,,,,
OTOSENSE INC,Other Technology,otosense.com,CAMBRIDGE,MA,2142,(617) 588-3265,2014.0,11.0,Sebastien Christian,,1450000.0,1450000.0,Pre-Seed,2015-02-03,,,,,
OTRERA INC,Other,otrera.com,AUSTIN,TX,78745,(210) 287-6477,2023.0,2.0,"Albert Swantner, Katharine Herling, Landon Forshage",,1000000.0,1000000.0,Pre-Seed,2024-04-01,,,,,
OTTEMO INC,Other Technology,ottemo.com,SEATTLE,WA,98037,(206) 234-2444,2012.0,13.0,Gavin Smith,Lee Smith,1898690.0,1898690.0,Pre-Seed,2015-05-04,,,,,
OTTER LABS INC,Other,otterlabs.com,SAN FRANCISCO,CA,94129,(415) 275-0611,2022.0,3.0,Christopher Bender,,4000000.0,4000000.0,Seed,2022-07-07,,,,,
OTTERA INC,Other Technology,ottera.com,NORTH HOLYWOOD,CA,91601,(747) 263-0123,,,"Brendan Pollitz, Craig McEldowney, James Cahall, Stephen Hodge, Steven Rifkin",,16000000.0,10000000.0,Pre-Seed,2025-02-06,,,,,
OTTERMATES TECHNOLOGY INC,Other Technology,ottermates.com,NEW YORK,NY,10017,(469) 667-1332,2016.0,9.0,"ADAM RAWOT, CHADWICK WINGRAVE, DAVID DINH",,1000000.0,1000000.0,Pre-Seed,2018-09-19,,,,,
OTTO AVIATION GROUP LLC,Manufacturing,ottoaviationgroup.com,YORBA LINDA,CA,92887,(714) 692-0141,,,"William M. Otto, Jr., William M. Otto, Sr.","Alan 92887 Hassenflu, Edmund M. Cababa, Michael J. Carver, Richard J. Rogers",15000000.0,15000000.0,Seed,2021-02-05,,,,,
OTTO LLC,Other,otto.com,SAN MATEO,CA,94402,(650) 292-5000,2012.0,13.0,Sam Jadallah,Josh Elman,10000000.0,10000000.0,Series A,2017-08-03,,,,,
OTTO ROBOTICS INC,Other Technology,ottorobotics.com,REDMOND,WA,98052,(206) 883-2640,2016.0,9.0,"COLTON ANDERSON, GARETT OCHS",,2500000.0,1000000.0,Pre-Seed,2017-07-24,,,,,
OTTO TRIP INC,Other Technology,ottotrip.com,SEATTLE,WA,98104,(206) 453-3359,2024.0,1.0,Michael Gulmann,"Michael Fridgen, Sudhir Steven Singh",5749996.0,5749996.0,Series A,2024-07-02,,,,,
OTTOMETRIC INC,Other Technology,ottometric.com,WALTHAM,MA,2451,(978) 238-8422,2018.0,7.0,"John Curran, Joseph Burke, Nick Pandher","Orhan Gazelle, Rich Redelfs, Zenas Hutcheson",15294463.0,10418904.0,Series A,2025-03-07,,,,,
OTTONOMY INC,Other Technology,ottonomy.com,SANTA MONICA,CA,90403,(213) 784-9597,2020.0,5.0,"Pradvot Korupolu Venkata Narasimha, Ritukar Vijay","Ashish Gupta, Hardik Sharma",4834998.0,4834998.0,Seed,2022-07-19,,,,,
OULA HEALTH INC,Other Health Care,oulahealth.com,BROOKLYN,NY,11217,(401) 315-4460,2019.0,6.0,"Adrianne Nickerson, Elaine Purcell",Taylor Greene,2650000.0,2650000.0,Seed,2020-06-12,,,,,
OUR BODY ELECTRIC INC,Other Technology,,BROOKLYN,NY,11201,(917) 848-8479,2016.0,9.0,"Ashley Mills, Mark Mullett",,5398471.0,5398471.0,Seed,2019-05-24,,,,,
OUR FILM FESTIVAL INC,Other,,SAN FRANCISCO,CA,94111,(415) 368-0330,2009.0,16.0,"Dan Aronson, Ted Hope","Chris Kelly, Kevin Iwashina",20078071.0,20078071.0,Series B,2014-08-11,,,,,
OUR KETTLE INC,Other Technology,ourkettle.com,KENSINGTON,CA,94707,(415) 472-9074,2020.0,5.0,"Eric Andrew Engler, Nathaniel Andrew Manning","Adam Andrew D'Augelli, Lauren Andrew Kolodny, Nigel Andrew Mortimer",29709949.0,24999952.0,Series B,2021-04-29,,,,,
OUR MAYBERRY INC,Other Technology,ourmayberry.com,BELLEVUE,WA,98004,(425) 489-2878,2018.0,7.0,"Lee Shawn Brillhart, Steven Shawn Tacey",Chris Shawn Nakea,1200000.0,1200000.0,Pre-Seed,2019-03-11,,,,,
OUR PLANETX LLC,Other Technology,,SAN FRANCISCO,CA,94104,(646) 308-1565,2022.0,3.0,"Mamta Patel, Marc Levin, Marc Porat, Paul Scialla, Stephen Grinalds",Peter Scialla,39000000.0,39000000.0,Seed,2023-03-08,,,,,
OUR SOFTWARE JOURNEY INC,Other,,San Francisco,CA,94114,(971) 257-1194,2020.0,5.0,Peter Clark,Anil Sevim,2975001.0,2975001.0,Seed,2021-01-21,,,,,
OUR SPHERE INC,Other,our-sphere.com,Covina,CA,91723,(510) 473-7301,2021.0,4.0,"ALEXANDRA WRIGHT-GLADSTEIN, Alexandra Wright-Gladstein","Doug Burnett, Shlomo Benartzi",4000000.0,2000000.0,Pre-Seed,2023-03-18,,,,,
OUR STREET CORP,Other Technology,our-street.com,Kirkland,WA,98033,(425) 747-1025,2013.0,12.0,Kamal Jain,"Antonio Pessoa de Souza Couto, Gary Flake",17200000.0,10000000.0,Pre-Seed,2019-07-03,,,,,
OURHARVEST LLC,Other,,HICKSVILLE,NY,11801,(516) 330-3444,2014.0,11.0,"Hill House Holdings LLC, Michael Winik, Pocket Rocket Ventures LLC, Scott D. Reich",,2000000.0,2000000.0,Pre-Seed,2015-12-09,,,,,
OUSLAND HOLDINGS INC,Other,,AUSTIN,TX,78701,(512) 730-2400,2014.0,11.0,"Brian N. Sheth, Cameron V. Darby, Darren V. Harris, Jonathan V. Ord","Brad V. Perry, James M. Ford, Marc V. Teillon, Martin A. Taylor, Robert F. Smith",239500000.0,239500000.0,Series D+,2014-05-13,,,,,
OUSTER INC,Other Technology,ouster.com,San Francisco,CA,94110,(415) 949-0108,,,"Charles Angus Pacala, Mark Angus Frichtl","Ashok M. Rao, David Angus Blau, Isaac Angus Pritzker, Riaz M. Valani, Zachary Angus Frankel",60000000.0,60000000.0,Series B,2020-04-03,56.0,2.0,96.55172413793105,158080.0,"['Senior Software Engineer ', 'Customer Success Manager']"
OUT FROM LAND INVESTOR GROUP LLC,Other,,LIVERMORE,CA,94550,(925) 209-3750,2017.0,8.0,"FRANCIS HOGAN, JAMES MCDONNELL, RIKESH PATEL, STEVEN MIRASSOU","JAMES MCDONNELL, RIKESH PATEL",2000000.0,2000000.0,Pre-Seed,2018-08-22,,,,,
OUT OF OFFICE INC,Other,outofoffice.com,CHICAGO,IL,60622,(614) 469-3234,2021.0,4.0,Janine Seale,"Elizabeth Coabi Goodfellow, Shana Coabi Kastan, William Coabi Watkins",6750000.0,2750000.0,Pre-Seed,2024-01-26,,,,,
OUT OF THE DARKNESS MUSICAL LTD LIABILITY CO,Other,,NEW YORK,NY,10018,(212) 391-8227,2018.0,7.0,"Kevin Company McCollum, LLC Company PEM Cove Productions,, Limited Liability Company Alchemation, Philip Company Morgaman, Sandra Company Graham",,,,,,,,,,
OUTACT INC,Other,outact.com,MARLBOROUGH,MA,1752,(650) 980-4849,2015.0,10.0,"Paul Chieffo, Xiang Shen",Daniel Fiden,1660443.0,1660443.0,Pre-Seed,2015-03-17,,,,,
OUTBOUND SOLUTIONS INC,Computers,outboundsolutions.com,SAN FRANCISCO,CA,94107,(650) 276-8123,2013.0,12.0,"Christina Yeung, Dhruvkaran Mehta, Joshua Weissburg",,3600000.0,1200000.0,Pre-Seed,2015-03-24,,,,,
OUTBOUNDENGINE INC,Other Technology,outboundengine.com,AUSTIN,TX,78701,(512) 693-4963,2010.0,15.0,"Branndon Stewart, Frank Livaudais, Frank Livaudals, Scott Leese, Tom Sloss","Gene Austin, Henrik Johansson, Michael Elliot, Mike Maples, Mike Maples, Jr., Morgan Flager, Rajiv Bala",43999984.0,17999992.0,Series B,2016-04-22,,,,,
OUTBOUNDWORKS INC,Other Technology,outboundworks.co,ALAMEDA,CA,94501,(415) 810-9769,2017.0,8.0,"Ben Sardella, Bryan Franklin, Travis Wallis",Philip Black,2249999.0,2249999.0,Seed,2017-11-01,,,,,
OUTBUILD TECHNOLOGIES INC,Other Technology,,San Francisco,CA,94115,(925) 623-6014,2020.0,5.0,Franco Giaquinto,"Brian Nugent, Gabriel Turner, Vivin Hedge, Yves Frinault",13401847.0,13401847.0,Series A,2024-10-11,,,,,
OUTCOME REFERRALS INC,Other Technology,outcomereferrals.com,Framingham,MA,1701,(508) 834-7323,,,David R. Kraus,,1900000.0,1900000.0,Pre-Seed,2025-08-05,,,,,
OUTCOMEMD INC,Other Health Care,outcomemd.com,LOS ANGELES,CA,90069,(310) 867-3255,2016.0,9.0,"Casey J. McGlynn, Hooman Fakki, Jean Paty, Justin Saliman","Farhad Mohit, Hooman Faki, James J. Dal Pozzo, Kerry Assil, Saurabh Suri",27956481.0,17623968.0,Series B,2025-06-06,,,,,
OUTCOMES4ME INC,Other Technology,outcomes4me.com,CAMBRIDGE,MA,2139,(617) 812-1010,2017.0,8.0,Maya Said,"Andrea Jackson, David Auckland, David Fleshman",16466307.0,11999999.0,Series A,2021-04-15,,,,,
OUTDOOR VOICES INC,Other,outdoor-voices.com,NEW YORK,NY,10003,(303) 489-8650,2012.0,13.0,"Andrew Parietti, Tyler Haney, ZACK DAVIES, Zack Davies","DAVID FIALKOW, David Fialkow, KIRSTEN GREEN, Kirsten Green, MILLARD DREXLER, Millard Drexler, NICOLAS JAMMET, Nicolas Jammet, THOMAS MEREDITH, Thomas Meredith",67247805.0,34097808.0,Series B,2018-03-02,,,,,
