onet_soc_code,bls_soc_code,title,description,job_zone,alternate_title_count,alternate_titles_sample,oews_year,employment,annual_mean_wage,annual_median_wage,hourly_mean_wage,hourly_median_wage,employment_prse,ability_originality_lv,ability_problem_sensitivity_lv,ability_deductive_reasoning_lv,ability_inductive_reasoning_lv,ability_selective_attention_lv,ability_oral_comprehension_lv,skill_programming_lv,skill_critical_thinking_lv,skill_judgment_decision_making_lv,skill_complex_problem_solving_lv,skill_systems_analysis_lv,skill_systems_evaluation_lv,skill_social_perceptiveness_lv,skill_active_listening_lv,skill_persuasion_lv,skill_instructing_lv,skill_service_orientation_lv,cognitive_pivot_score
29-2055.00,29-2055,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",3,17,Cardiovascular Operating Room Technologist (CVOR Technologist); Certified Surgical Technician; Certified Surgical Technologist (CST); Operating Room Surgical Technician (OR St); Operating Room Surgical Technologist; Operating Room Technician (OR Tech); Operating Room Technologist (OR Tech); Scrub Technician,2024,113890.0,65810.0,62830.0,31.64,30.21,1.3,2.5,3.75,3.38,3.12,3.88,4.0,0.12,3.12,3.0,3.0,2.75,2.62,3.0,3.88,2.5,3.0,3.12,3.027
29-2056.00,29-2056,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",3,19,Animal Care Technician (Animal Care Tech); Animal Health Technician (Animal Health Tech); Animal Technician (Animal Tech); Certified Veterinary Technician (CVT); Emergency Veterinary Technician (Emergency Vet Tech); Internal Medicine Veterinary Technician (Internal Medicine Vet Tech); Licensed Veterinary Technician (LVT); Registered Veterinary Technician (RVT),2024,131320.0,46280.0,45980.0,22.25,22.11,1.5,3.0,4.0,3.88,3.88,3.0,4.0,0.75,4.0,3.12,3.12,2.75,2.75,3.0,3.88,2.88,2.88,3.0,3.389
29-2057.00,29-2057,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",3,24,Certified Ophthalmic Medical Technician (Certified Ophthalmic Medical Tech); Certified Ophthalmic Surgical Assistant; Certified Ophthalmic Technician (COT); Certified Ophthalmic Technician-Surgical Assistant (COT-SA); Certified Retinal Angiographer; Eyecare Advisor; Health Technician (Health Tech); Medical Technician (Medical Tech),2024,76520.0,45360.0,44080.0,21.81,21.19,3.9,1.88,3.5,3.0,3.0,3.0,4.12,0.5,3.12,2.88,2.38,2.0,2.0,3.0,3.75,1.75,2.62,3.12,2.64
29-2061.00,29-2061,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",3,16,Charge Nurse; Clinic Licensed Practical Nurse (Clinic LPN); Clinic Nurse; Home Health Licensed Practical Nurse (Home Health LPN); Licensed Care Coordinator (LCC); Licensed Practical Nurse (LPN); Licensed Vocational Nurse (LVN); Long Term Care LPN (Long Term Care Licensed Practical Nurse),2024,632430.0,64150.0,62340.0,30.84,29.97,0.8,2.88,4.12,4.0,3.75,3.0,4.12,0.25,4.0,3.25,3.0,2.88,2.88,4.25,4.0,2.88,3.12,4.0,3.418
29-2072.00,29-2072,Medical Records Specialists,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders.",3,58,Certified Coding Specialist; Certified Medical Coder; Certified Professional Coder (CPC); Clinical Documentation Specialist; Clinical Office Technician (Clinical Office Tech); Coder; Coding Consultant; Coding Specialist,2024,187910.0,55970.0,50250.0,26.91,24.16,1.0,,,,,,,,,,,,,,,,,,
29-2081.00,29-2081,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",3,18,Certified Optician; Contact Lens Fitter; Contact Lens Technician; Dispensing and Measuring Optician; Dispensing Optician; Eyecare Advisor; Eyeglass Fitter; Eyewear Specialist,2024,79690.0,49970.0,46560.0,24.02,22.38,1.8,3.0,3.0,3.0,3.0,2.88,3.88,0.75,3.88,2.88,3.0,2.25,2.38,3.0,4.0,3.0,3.0,3.5,2.932
29-2091.00,29-2091,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",5,28,American Board Certified Orthotist (ABC Orthotist); Artificial Limb Fitter; Board Orthotist; Board Prosthetist; Certified Orthotic Fitter; Certified Orthotist (CO); Certified Pedorthist; Certified Prosthetist (CP),2024,9930.0,81330.0,78310.0,39.1,37.65,6.0,3.62,4.12,4.38,4.25,3.12,4.88,0.38,4.12,3.62,3.75,3.0,3.12,4.12,4.12,3.12,3.25,3.88,3.776
29-2092.00,29-2092,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",3,24,Audiology Assistant; Audiology Technician; Audioprosthologist; Board Certified Hearing Instrument Specialist (Board Certified HIS); Hearing Aid Attendant; Hearing Aid Consultant; Hearing Aid Dispenser; Hearing Aid Fitter,2024,10580.0,63930.0,61560.0,30.74,29.6,7.5,2.62,3.0,3.12,3.0,3.0,3.88,0.62,3.62,3.12,3.0,2.88,3.0,3.25,3.88,3.25,3.25,3.75,3.04
29-2099.00,29-2099,"Health Technologists and Technicians, All Other",All health technologists and technicians not listed separately.,,51,Audiometrist; Brain Wave Technician; Central Supply Technician; Cephalometric Analyst; Certified Medical Technician (CMT); Certified Respiratory Therapy Technician (CRTT); Child Health Associate; Closed Circuit Screen Watcher,2024,174060.0,56370.0,48790.0,27.1,23.46,1.2,,,,,,,,,,,,,,,,,,
29-2099.01,29-2099,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",3,32,Cardiovascular Operating Room Technologist (CVOR Technologist); Certified Intraoperative Neurophysiology Technologist (Certified Intraoperative Neurophysiology Tech); Certified Neurodiagnostic Technologist; EEG Tech (Electroencephalogram Technician); EEG Technologist (Electroencephalograph Technologist); Electroencephalogram Technologist (EEG Technologist); Electroencephalograph Technician (EEG Tech); Electroneurodiagnostic Technologist (END Technologist),2024,174060.0,56370.0,48790.0,27.1,23.46,1.2,2.5,4.0,4.0,4.0,3.12,4.12,0.75,4.0,3.25,3.0,3.12,3.12,3.12,4.0,1.75,3.12,3.12,3.443
29-2099.05,29-2099,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",3,21,Angiographer; Angiography Technologist; Certified Diagnostic Ophthalmic Sonographer (CDOS); Certified Ophthalmic Medical Technologist (COMT); Certified Ophthalmic Technologist; Certified Retinal Angiographer; Medical Technologist; Ocular Care Technologist,2024,174060.0,56370.0,48790.0,27.1,23.46,1.2,2.75,4.0,3.25,3.75,3.12,4.0,0.88,3.62,3.12,2.88,2.38,2.0,3.25,4.0,2.75,3.0,3.12,3.083
29-2099.08,29-2099,Patient Representatives,"Assist patients in obtaining services, understanding policies and making health care decisions.",3,38,Access Representative; Admissions Coordinator; Admitting Clerk; Admitting Representative; Care Navigator; Case Manager; Clinical Liaison; Healthcare Registrar,2024,174060.0,56370.0,48790.0,27.1,23.46,1.2,3.0,3.62,3.12,3.12,3.0,4.0,0.88,3.75,3.25,3.12,2.88,3.0,4.0,4.0,3.62,3.38,3.88,3.207
29-9021.00,29-9021,Health Information Technologists and Medical Registrars,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.",3,33,Applications Analyst; Cancer Registrar; Cancer Tumor Registrar; Certified Cancer Registrar; Certified Tumor Registrar (CTR); Clinical Analyst; Clinical Data Specialist; Clinical Documentation Improvement Specialist (CDIS),2024,37620.0,73410.0,67310.0,35.3,32.36,2.7,,,,,,,,,,,,,,,,,,
29-9091.00,29-9091,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",5,17,Athletic Instructor; Athletic Lecturer; Athletic Trainer; Certified Athletic Trainer; Clinical Athletic Instructor; Clinical Athletic Trainer; Fitness Specialist; Licensed Athletic Trainer,2024,28950.0,63960.0,60250.0,nan,nan,2.2,3.12,4.75,4.12,4.12,3.12,4.0,0.25,4.12,3.75,3.38,3.0,3.0,4.0,4.0,3.25,3.75,3.62,3.707
29-9092.00,29-9092,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",5,15,Cancer Genetic Counselor; Cancer Program Consultant; Certified Genetic Counselor; Chromosomal Disorders Counselor; Clinical Reviewer; Genetic Coordinator; Genetic Counseling Medical Specialist; Genetic Counselor,2024,3510.0,102890.0,98910.0,49.47,47.55,7.4,3.12,4.0,4.62,4.62,2.88,4.88,0.5,4.12,4.0,3.75,3.0,3.12,4.0,4.0,3.0,3.25,3.12,3.817
29-9093.00,29-9093,Surgical Assistants,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",3,29,Certified First Assistant (CFA); Certified Nursing Assistant (CNA); Certified Registered Nurse First Assistant (CRNFA); Certified Surgical Assistant (CSA); Certified Surgical First Assistant (CSFA); Certified Surgical Technician; Clinical Assistant; First Assistant,2024,22860.0,67190.0,60290.0,32.3,28.99,6.8,2.88,3.88,3.62,3.62,3.5,4.0,0.88,3.5,3.12,3.12,2.75,2.75,3.38,3.88,2.62,2.88,3.25,3.249
29-9099.00,29-9099,"Healthcare Practitioners and Technical Workers, All Other",All healthcare practitioners and technical workers not listed separately.,,12,Central Supply Technician; Child Health Associate; Drug Coordinator; Extracorporeal Technician; Health Service Coordinator; Kinesiologist; Medical Consultant; Pheresis Specialist,2024,36970.0,73200.0,64030.0,35.19,30.78,1.9,,,,,,,,,,,,,,,,,,
29-9099.01,29-9099,Midwives,Provide prenatal care and childbirth assistance.,5,16,APC (Advanced Practice Clinician); APP (Advanced Practice Provider); Birth Center Midwife; Birth Doula; Certified Direct-Entry Midwife; Certified Midwife; Certified Professional Midwife (CPM); Direct-Entry Midwife,2024,36970.0,73200.0,64030.0,35.19,30.78,1.9,3.0,5.12,4.62,4.38,3.88,4.38,0.75,4.0,4.0,3.25,2.62,3.0,4.88,4.38,3.0,3.5,3.75,3.777
31-1121.00,31-1121,Home Health Aides,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.",2,42,Care Worker; Caregiver; Certified Home Health Aide (CHHA); Certified Medical Aide (CMA); Certified Nurses Aide (CNA); Companion; Day Support Professional; Digital Health Caregiver,2024,,,,,,,2.88,3.5,3.12,3.12,3.0,3.75,0.0,3.25,3.0,3.0,2.0,2.0,3.25,3.62,2.88,3.0,3.38,2.874
31-1122.00,31-1122,Personal Care Aides,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",2,44,Aide; Blind Aide; Blind Escort; Care Caregiver; Care Companion; Care Provider; Caregiver; Caretaker,2024,,,,,,,2.0,3.0,3.0,2.88,2.5,3.62,0.25,3.12,2.62,2.38,1.62,1.75,3.12,3.0,2.38,2.5,3.88,2.486
31-1131.00,31-1131,Nursing Assistants,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",3,51,Birth Attendant; Certified Medication Aide (CMA); Certified Nurse Aide (CNA); Certified Nurse Assistant (CNA); Certified Nurses Aide (CNA); Certified Nursing Assistant (CNA); Certified Nursing Attendant (CNA); Certified Residential Medication Aide (CRMA),2024,1388430.0,41270.0,39530.0,19.84,19.01,0.5,2.12,3.0,3.0,3.0,2.75,3.88,0.0,3.12,2.5,2.25,1.38,2.0,3.25,3.0,1.75,2.62,3.88,2.486
31-1132.00,31-1132,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",2,42,Attendant; Cart Attendant; Clinical Support Associate; Emergency Room Orderly; Hospice Entrance Attendant; Hospital Corpsman; Hospital Orderly; Infirmary Attendant,2024,53020.0,40070.0,37700.0,19.27,18.12,1.8,2.0,2.75,2.75,2.5,2.12,3.12,0.0,2.12,1.62,1.62,1.25,1.0,2.5,2.5,1.5,2.25,2.62,1.957
31-1133.00,31-1133,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",2,32,Behavior Aide; Behavior Assistant; Behavior Intervention Assistant; Behavior Support Assistant; Behavioral Aide; Behavioral Assistant; Behavioral Health Assistant; BHA (Behavioral Health Aide),2024,34900.0,43610.0,41590.0,20.97,20.0,2.1,2.75,3.88,3.25,3.12,3.12,3.88,0.12,3.38,3.0,3.0,2.0,2.0,4.12,3.12,3.0,2.88,3.25,2.931
31-2011.00,31-2011,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",3,21,Acute Care Occupational Therapy Assistant (Acute Care OT Assistant); Certified Occupational Assistant; Certified Occupational Therapist Assistant (COTA); Certified Occupational Therapy Assistant (COTA); Certified Travel OTA (Certified Travel Occupational Therapist Assistant); Home Health COTA (Home Health Certified Occupational Therapy Assistant); Independent Living Specialist; Licensed Occupational Therapist Assistant (LOTA),2024,47910.0,68540.0,68340.0,32.95,32.86,2.3,3.12,4.0,3.62,3.12,3.0,4.12,0.38,3.38,3.0,3.0,2.88,2.88,3.88,3.88,3.0,3.25,3.25,3.222
31-2012.00,31-2012,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",3,16,Certified Occupational Rehabilitation Aide (CORA); Direct Service Professional (DSP); Direct Support Professional (DSP); Independent Living Specialist; Occupational Rehabilitation Aide; Occupational Therapist Aide (OT Aide); Occupational Therapy Aide (OT Aide); Rehabilitation Aide (Rehab Aide),2024,5000.0,41850.0,37370.0,20.12,17.97,10.3,2.62,3.5,3.12,3.0,2.62,3.88,0.12,3.38,2.88,2.88,2.12,2.12,3.5,3.62,2.88,3.0,3.75,2.847
31-2021.00,31-2021,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",3,15,Assistant; Certified Physical Therapist Assistant (CPTA); Home Care Physical Therapy Assistant; Home Health Physical Therapist Assistant; Home Health Physical Therapy Assistant (Home Health PTA); Licensed Physical Therapist Assistant (LPTA); Licensed Physical Therapy Assistant; Nursing Facility PTA (Nursing Facility Physical Therapy Assistant),2024,108010.0,67160.0,65510.0,32.29,31.5,1.4,2.88,3.88,3.62,3.25,3.0,4.0,1.0,3.88,3.0,3.0,2.88,2.75,3.75,4.0,3.12,3.38,3.75,3.238
31-2022.00,31-2022,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",2,15,Aide; Outpatient Aide; Outpatient Therapy Aide; Physical Therapist Aide (PTA); Physical Therapy Aide (PTA); Physiotherapy Aide; PT Attendant (Physical Therapy Attendant); PT Tech (Physical Therapist Technician),2024,44010.0,35510.0,34520.0,17.07,16.59,3.0,2.12,3.0,2.88,3.0,2.88,3.75,0.38,3.12,2.12,2.62,2.12,2.12,3.38,3.0,2.25,2.88,3.0,2.567
31-9011.00,31-9011,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",3,21,Bodywork Therapist; Certified Massage Therapist (CMT); Clinical Massage Therapist; Deep Tissue Massage Therapist; Integrated Deep Tissue Massage Therapist; Licensed Massage Practitioner (LMP); Licensed Massage Therapist (LMT); Massage Operator,2024,96040.0,63430.0,57950.0,30.5,27.86,2.7,2.88,3.38,3.12,3.0,3.0,3.88,0.0,3.25,2.88,2.75,2.12,2.38,3.25,3.25,1.62,2.25,3.12,2.862
31-9091.00,31-9091,Dental Assistants,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",3,21,Certified Dental Assistant (CDA); Certified Registered Dental Assistant; Dental Aide; Dental Assistant (DA); Dental Nurse; Dental Office Assistant; Dental Specialist; Dentist Attendant,2024,375430.0,48860.0,47300.0,23.49,22.74,1.1,2.5,3.25,3.25,3.0,3.0,4.0,0.38,3.12,2.62,2.88,2.0,2.0,3.0,3.38,2.62,3.0,3.12,2.736
31-9092.00,31-9092,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",3,42,Autopsy Assistant; Bilingual Medical Assistant; Cardiology Medical Assistant; Certified Medical Assistant (CMA); Chiropractic Assistant; Chiropractor Assistant; Client Services Coordinator; Clinic Assistant,2024,793460.0,44720.0,44200.0,21.5,21.25,0.9,2.75,3.75,3.5,3.25,2.88,4.12,0.62,3.62,3.0,2.88,2.38,2.38,3.88,3.88,2.88,3.0,3.25,3.057
31-9093.00,31-9093,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",2,41,Aseptic Technician (Aseptic Tech); Bandage Maker; Central Processing Technician (CPT); Central Service Technician (CST); Central Sterile Processing Technician (Central Sterile Processing Tech); Central Sterile Supply Technician (CSS Technician); Central Sterile Technician (Central Sterile Tech); Central Sterilization Technician,2024,72760.0,48990.0,46490.0,23.56,22.35,1.6,2.0,3.12,3.12,2.62,2.88,3.75,0.75,2.88,2.75,2.5,2.12,2.0,2.62,3.0,1.62,2.25,2.5,2.568
31-9094.00,31-9094,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",3,26,Certified Medical Transcriptionist; Clinical Medical Transcriptionist; Clinical Scribe; Data Transcriber; Documentation Specialist; Emergency Medical Scribe; Medical Assistant Scribe (MA Scribe); Medical Language Professional,2024,43070.0,39210.0,37550.0,18.85,18.05,4.7,1.5,3.0,3.0,3.0,3.12,4.88,0.5,3.12,2.62,2.5,1.38,1.38,2.75,4.12,1.38,1.62,2.0,2.389
31-9095.00,31-9095,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",2,19,Certified Pharmacist Assistant; Dispensary Attendant; Drug Clerk; Drug Purchaser; Front Counter Clerk; Pharmaceutical Assistant; Pharmacist Aide; Pharmacist Assistant,2024,41100.0,40290.0,37000.0,19.37,17.79,3.1,1.5,3.0,3.0,2.75,2.25,4.0,0.5,2.88,2.25,2.38,1.5,1.12,2.88,3.0,1.75,2.0,3.12,2.264
31-9096.00,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",2,20,Animal Care Provider; Animal Care Service Worker; Animal Care Specialist; Animal Caregiver; Animal Caretaker; Animal Health Technician; Avian Keeper; Certified Veterinary Assistant,2024,114190.0,38990.0,37320.0,18.74,17.94,1.5,2.0,3.75,3.0,3.0,2.62,3.75,0.38,3.12,2.75,2.25,2.0,2.0,3.0,3.25,2.25,2.88,3.12,2.652
31-9097.00,31-9097,Phlebotomists,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",3,20,Certified Phlebotomist; Certified Phlebotomy Technician; Clinical Phlebotomist; Collections Technician; Lab Liaison Technician; Laboratory Phlebotomist; Long Term Care Phlebotomist; Mobile Examiner,2024,138880.0,44390.0,43660.0,21.34,20.99,1.3,2.12,3.12,3.25,3.0,3.0,4.0,0.62,3.25,2.62,2.38,2.0,1.88,3.25,3.5,2.5,3.0,3.25,2.624
31-9099.00,31-9099,"Healthcare Support Workers, All Other",All healthcare support workers not listed separately.,,51,Baby Formula Mixer; Baby Formula Worker; Birth Attendant; Blood Bank Assistant; Blood Bank Attendant; Blood Bank Custodian; Blood Bank Worker; Blood Donor Unit Assistant,2024,103650.0,48760.0,46050.0,23.44,22.14,1.5,,,,,,,,,,,,,,,,,,
31-9099.01,31-9099,Speech-Language Pathology Assistants,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",3,24,Anatomic Pathology Assistant; Certified Pathology Assistant; Communication Assistant; Hearing and Speech Assistant; Language Assistant; Pathology Assistant; School SLPA (School Speech Language Pathologist Assistant); School SLPA (School Speech-Language Pathologist Assistant),2024,103650.0,48760.0,46050.0,23.44,22.14,1.5,3.12,3.88,3.38,3.38,2.88,4.0,0.38,3.62,3.12,3.12,2.62,3.12,3.88,4.0,2.62,3.0,3.38,3.262
31-9099.02,31-9099,Endoscopy Technicians,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,2,12,Certified Endo Tech (Certified Endoscopy Technician); Certified Endoscopic Reprocessor (CER); Certified Flexible Endoscope Reprocessor (CFER); Certified Flexible Endoscopy Reprocessor (CFER); Endoscope Technician (Endoscope Tech); Endoscopic Technician (Endo Technician); Endoscopy Specialty Technician (Endoscopy Specialty Tech); Endoscopy Technician (Endoscopy Tech),2024,103650.0,48760.0,46050.0,23.44,22.14,1.5,2.0,3.38,3.12,3.0,3.12,3.88,0.25,3.12,2.88,3.0,2.38,2.12,3.12,3.38,2.25,3.0,3.0,2.778
33-1011.00,33-1011,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.,3,19,Commissary Manager; Correction Officer Supervisor; Correction Warden; Correctional Captain; Correctional Case Records Supervisor; Correctional Housing Unit Manager; Correctional Officer Captain; Correctional Program Supervisor,2024,53390.0,82260.0,76310.0,39.55,36.69,0.5,2.75,4.0,4.0,3.88,3.62,4.0,0.5,4.0,3.25,3.25,3.12,3.12,4.0,4.0,3.62,3.38,3.0,3.486
33-1012.00,33-1012,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.,2,49,Captain; Chief Deputy; Community Relations Police Lieutenant; Deputy Chief Sheriff; Deputy Sheriff; Desk Sergeant; Detective Chief; Detective Lieutenant,2024,153130.0,110990.0,105980.0,53.36,50.95,0.5,3.12,4.12,4.12,4.0,3.25,4.0,0.5,4.0,3.88,4.0,3.25,3.25,4.0,4.0,4.0,3.88,3.5,3.749
33-1021.00,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,3,42,Battalion Chief; Captain; Chief; Crew Boss; Crew Chief; Damage Prevention Coordinator; Deputy Fire Marshal; District Fire Management Officer,2024,93680.0,97030.0,92430.0,46.65,44.44,0.9,3.25,3.62,3.75,3.62,3.5,4.0,0.88,3.75,3.38,3.38,2.88,2.88,3.5,3.75,3.38,3.38,3.5,3.39
33-1091.00,33-1091,First-Line Supervisors of Security Workers,Directly supervise and coordinate activities of security workers and security guards.,2,30,Armed Security Supervisor; Armed Site Supervisor; Campus Safety Chief; Guard Captain; Guard Chief; Guard Supervisor; Internal Security Manager; Loss Prevention Supervisor,2024,70310.0,62990.0,58610.0,30.28,28.18,1.3,2.75,3.88,3.5,3.88,3.75,3.62,0.88,3.88,3.12,3.38,2.75,2.75,3.5,3.75,3.25,3.25,3.0,3.321
33-1099.00,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",All protective service supervisors not listed separately above.,,17,Animal Control Supervisor; Animal Cruelty Investigation Supervisor; Captain of Guards; Dog License Officer Supervisor; Guard Chief; Guard Supervisor; Head of Loss Prevention; Internal Security Manager,2024,20460.0,73320.0,74960.0,35.25,36.04,1.9,,,,,,,,,,,,,,,,,,
33-2011.00,33-2011,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",3,44,Airport Firefighter; Apparatus Operator; Crash Fire Firefighter; Fire Alarm Operator; Fire Apparatus Engineer; Fire Chief's Aide; Fire Engine Pump Operator; Fire Engineer,2024,332240.0,63890.0,59530.0,30.72,28.62,1.1,2.75,4.5,3.88,3.88,2.88,4.25,0.5,3.75,3.38,3.0,2.5,2.75,3.62,3.38,2.88,2.88,3.38,3.377
